,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,2pointer_MADE,2pointer_ATTEMPTS,3pointer_MADE,3pointer_ATTEMPTS,FreeThrow_MADE,FreeThrow_ATTEMPTS,OFFENSIVE_REBOUNDS,DEFENSIVE_REBOUNDS,REBOUNDS_TOTAL,ASSISTS,STEALS,BLOCKS,TURNOVERS,PERSONAL_FOULS,POINTS,SEASON,BIRTHDATE,AGE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,FIRST_SEASON,LAST_SEASON,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
6719,Eric Bledsoe,1610612756,PHX,Phoenix,202339,472.0,1001.0,125.0,362.0,253.0,319.0,51.0,237.0,288.0,374.0,149.0,42.0,221.0,191.0,1322.0,2017,1989-12-09,32.0,Kentucky,USA,73.0,214.0,10.0,2010.0,2020.0,2010.0,1.0,18.0
6720,Eric Gordon,1610612745,HOU,Houston,201569,418.0,980.0,219.0,615.0,195.0,241.0,25.0,146.0,171.0,156.0,45.0,28.0,130.0,116.0,1250.0,2017,1988-12-25,33.0,Indiana,USA,75.0,215.0,12.0,2008.0,2020.0,2008.0,1.0,7.0
6721,Eric Moreland,1610612765,DET,Detroit,203961,66.0,122.0,0.0,0.0,11.0,29.0,81.0,197.0,278.0,78.0,31.0,51.0,41.0,116.0,143.0,2017,1991-12-24,30.0,Oregon State,USA,82.0,238.0,4.0,2014.0,2018.0,0.0,0.0,0.0
6722,Erik McCree,1610612762,UTA,Utah,1628571,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2017,1993-12-20,28.0,Louisiana Tech,USA,80.0,225.0,0.0,2017.0,2017.0,0.0,0.0,0.0
6723,Ersan Ilyasova,1610612737,ATL,Atlanta,101141,284.0,628.0,94.0,257.0,105.0,135.0,121.0,298.0,419.0,90.0,62.0,26.0,74.0,160.0,767.0,2017,1987-05-15,35.0,FC Barcelona,Turkey,81.0,235.0,12.0,2006.0,2020.0,2005.0,2.0,36.0
6724,Evan Fournier,1610612753,ORL,Orlando,203095,368.0,802.0,127.0,335.0,150.0,173.0,23.0,157.0,180.0,165.0,47.0,16.0,95.0,138.0,1013.0,2017,1992-10-29,29.0,Poitiers Basket 86,France,79.0,205.0,8.0,2012.0,2020.0,2012.0,1.0,20.0
6725,Evan Turner,1610612757,POR,Portland,202323,264.0,592.0,43.0,136.0,91.0,107.0,34.0,217.0,251.0,173.0,48.0,30.0,103.0,165.0,662.0,2017,1988-10-27,33.0,Ohio State,USA,78.0,220.0,10.0,2010.0,2019.0,2010.0,1.0,2.0
6726,Frank Kaminsky,1610612766,CHA,Charlotte,1626163,307.0,716.0,104.0,274.0,155.0,194.0,46.0,242.0,288.0,129.0,36.0,19.0,66.0,95.0,873.0,2017,1993-04-04,29.0,Wisconsin,USA,84.0,240.0,5.0,2015.0,2020.0,2015.0,1.0,9.0
6727,Frank Mason,1610612758,SAC,Sacramento,1628412,144.0,380.0,31.0,86.0,94.0,115.0,30.0,100.0,130.0,147.0,34.0,10.0,65.0,72.0,413.0,2017,1994-04-03,28.0,Kansas,USA,71.0,190.0,3.0,2017.0,2020.0,2017.0,2.0,34.0
6728,Frank Ntilikina,1610612752,NYK,New York,1628373,182.0,500.0,50.0,157.0,49.0,68.0,37.0,140.0,177.0,250.0,65.0,18.0,131.0,181.0,463.0,2017,1998-07-28,23.0,Strasbourg IG,France,76.0,200.0,3.0,2017.0,2020.0,2017.0,1.0,8.0
6729,Fred VanVleet,1610612761,TOR,Toronto,1627832,232.0,545.0,108.0,261.0,84.0,101.0,25.0,159.0,184.0,243.0,68.0,19.0,74.0,130.0,656.0,2017,1994-02-25,28.0,Wichita State,USA,73.0,197.0,4.0,2016.0,2020.0,0.0,0.0,0.0
6730,Furkan Korkmaz,1610612755,PHI,Philadelphia,1627788,9.0,29.0,6.0,18.0,2.0,4.0,2.0,9.0,11.0,4.0,2.0,1.0,2.0,13.0,26.0,2017,1997-07-24,24.0,Anadolu Efes,Turkey,79.0,202.0,3.0,2017.0,2020.0,2016.0,1.0,26.0
6731,Garrett Temple,1610612758,SAC,Sacramento,202066,199.0,476.0,89.0,227.0,60.0,78.0,22.0,130.0,152.0,124.0,57.0,27.0,79.0,135.0,547.0,2017,1986-05-08,36.0,Louisiana State,USA,77.0,195.0,10.0,2009.0,2020.0,0.0,0.0,0.0
6732,Gary Harris,1610612743,DEN,Denver,203914,440.0,908.0,156.0,394.0,134.0,162.0,37.0,139.0,176.0,194.0,122.0,15.0,119.0,119.0,1170.0,2017,1994-09-14,27.0,Michigan State,USA,76.0,210.0,6.0,2014.0,2020.0,2014.0,1.0,19.0
6733,Gary Payton II,1610612749,MIL,Milwaukee,1627780,30.0,74.0,6.0,25.0,3.0,9.0,13.0,31.0,44.0,21.0,7.0,3.0,7.0,30.0,69.0,2017,1992-12-01,29.0,Oregon State,USA,75.0,195.0,4.0,2016.0,2019.0,0.0,0.0,0.0
6734,George Hill,1610612758,SAC,Sacramento,201588,239.0,520.0,86.0,208.0,110.0,140.0,44.0,140.0,184.0,187.0,62.0,27.0,90.0,130.0,674.0,2017,1986-05-04,36.0,Indiana-Purdue Indianapolis,USA,76.0,188.0,12.0,2008.0,2020.0,2008.0,1.0,26.0
6735,Georges Niang,1610612762,UTA,Utah,1627777,4.0,11.0,0.0,4.0,1.0,2.0,3.0,6.0,9.0,3.0,2.0,0.0,3.0,1.0,9.0,2017,1993-06-17,28.0,Iowa State,USA,79.0,230.0,4.0,2016.0,2020.0,2016.0,2.0,50.0
6736,Georgios Papagiannis,1610612758,SAC,Sacramento,1627834,18.0,42.0,0.0,0.0,0.0,0.0,13.0,24.0,37.0,9.0,4.0,6.0,8.0,12.0,36.0,2017,1997-07-03,24.0,Panathinaikos,Greece,85.0,240.0,1.0,2016.0,2017.0,2016.0,1.0,13.0
6737,Gerald Green,1610612745,HOU,Houston,101123,170.0,418.0,110.0,301.0,51.0,60.0,15.0,125.0,140.0,25.0,24.0,15.0,31.0,90.0,501.0,2017,1986-01-26,36.0,No College,USA,79.0,205.0,12.0,2005.0,2018.0,2005.0,1.0,18.0
6738,Gian Clavell,1610612742,DAL,Dallas,1628492,6.0,18.0,6.0,15.0,2.0,2.0,1.0,6.0,7.0,3.0,2.0,0.0,2.0,8.0,20.0,2017,1993-11-26,28.0,Colorado State,Puerto Rico,76.0,185.0,0.0,2017.0,2017.0,0.0,0.0,0.0
6739,Giannis Antetokounmpo,1610612749,MIL,Milwaukee,203507,753.0,1423.0,43.0,141.0,500.0,657.0,158.0,608.0,766.0,368.0,112.0,106.0,227.0,237.0,2049.0,2017,1994-12-06,27.0,Filathlitikos,Greece,83.0,242.0,7.0,2013.0,2020.0,2013.0,1.0,15.0
6740,Glenn Robinson III,1610612754,IND,Indiana,203922,36.0,85.0,14.0,34.0,9.0,11.0,11.0,26.0,37.0,17.0,13.0,1.0,5.0,14.0,95.0,2017,1994-01-08,28.0,Michigan,USA,78.0,222.0,6.0,2014.0,2020.0,2014.0,2.0,40.0
6741,Goran Dragic,1610612748,MIA,Miami,201609,488.0,1088.0,114.0,304.0,221.0,276.0,57.0,254.0,311.0,363.0,63.0,12.0,170.0,185.0,1311.0,2017,1986-05-06,36.0,Union Olimpija,Slovenia,75.0,190.0,12.0,2008.0,2020.0,2008.0,2.0,45.0
6742,Gordon Hayward,1610612738,BOS,Boston,202330,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2017,1990-03-23,32.0,Butler,USA,79.0,225.0,10.0,2010.0,2020.0,2010.0,1.0,9.0
6743,Gorgui Dieng,1610612750,MIN,Minnesota,203476,188.0,391.0,19.0,61.0,82.0,106.0,107.0,256.0,363.0,71.0,45.0,39.0,59.0,148.0,477.0,2017,1990-01-18,32.0,Louisville,Senegal,82.0,252.0,7.0,2013.0,2020.0,2013.0,1.0,21.0
6744,Greg Monroe,1610612749,MIL,Milwaukee,202328,218.0,388.0,0.0,0.0,89.0,121.0,110.0,243.0,353.0,114.0,44.0,23.0,94.0,96.0,525.0,2017,1990-06-04,31.0,Georgetown,USA,83.0,265.0,9.0,2010.0,2018.0,2010.0,1.0,7.0
6745,Guerschon Yabusele,1610612738,BOS,Boston,1627824,26.0,61.0,12.0,37.0,15.0,22.0,17.0,35.0,52.0,16.0,4.0,5.0,12.0,23.0,79.0,2017,1995-12-17,26.0, ,France,80.0,260.0,2.0,2016.0,2018.0,2016.0,1.0,16.0
6746,Harrison Barnes,1610612742,DAL,Dallas,203084,537.0,1208.0,119.0,333.0,259.0,313.0,77.0,391.0,468.0,152.0,49.0,14.0,118.0,94.0,1452.0,2017,1992-05-30,30.0,North Carolina,USA,80.0,225.0,8.0,2012.0,2020.0,2012.0,1.0,7.0
6747,Hassan Whiteside,1610612748,MIA,Miami,202355,313.0,582.0,2.0,2.0,128.0,182.0,176.0,447.0,623.0,55.0,37.0,96.0,94.0,132.0,756.0,2017,1989-06-13,32.0,Marshall,USA,84.0,265.0,8.0,2010.0,2020.0,2010.0,2.0,33.0
6748,Henry Ellenson,1610612765,DET,Detroit,1627740,53.0,146.0,20.0,60.0,25.0,29.0,10.0,71.0,81.0,20.0,5.0,0.0,18.0,22.0,151.0,2017,1997-01-13,25.0,Marquette,USA,82.0,240.0,4.0,2016.0,2020.0,2016.0,1.0,18.0
6749,Ian Clark,1610612740,NOP,New Orleans,203546,226.0,500.0,64.0,197.0,45.0,59.0,10.0,118.0,128.0,111.0,34.0,11.0,59.0,121.0,561.0,2017,1991-03-07,31.0,Belmont,USA,75.0,175.0,6.0,2013.0,2018.0,0.0,0.0,0.0
6750,Ian Mahinmi,1610612764,WAS,Washington,101133,138.0,248.0,0.0,2.0,92.0,130.0,135.0,177.0,312.0,53.0,39.0,42.0,101.0,232.0,368.0,2017,1986-11-05,35.0,Pau Orthez,France,83.0,262.0,12.0,2007.0,2019.0,2005.0,1.0,28.0
6751,Ike Anigbogu,1610612754,IND,Indiana,1628387,4.0,9.0,0.0,0.0,5.0,6.0,5.0,4.0,9.0,0.0,1.0,3.0,2.0,1.0,13.0,2017,1998-10-16,23.0,UCLA,USA,82.0,250.0,2.0,2017.0,2018.0,2017.0,2.0,47.0
6752,Iman Shumpert,1610612739,CLE,Cleveland,202697,22.0,58.0,7.0,26.0,11.0,15.0,7.0,34.0,41.0,17.0,9.0,4.0,16.0,22.0,62.0,2017,1990-06-26,31.0,Georgia Tech,USA,77.0,212.0,9.0,2011.0,2020.0,2011.0,1.0,17.0
6753,Isaiah Canaan,1610612745,HOU,Houston,203477,52.0,137.0,22.0,66.0,46.0,51.0,6.0,39.0,45.0,76.0,16.0,1.0,29.0,36.0,172.0,2017,1991-05-21,31.0,Murray State,USA,72.0,200.0,5.0,2013.0,2018.0,2013.0,2.0,34.0
6754,Isaiah Hicks,1610612752,NYK,New York,1628439,33.0,72.0,2.0,9.0,12.0,18.0,10.0,31.0,41.0,16.0,2.0,4.0,16.0,45.0,80.0,2017,1994-07-24,27.0,North Carolina,USA,81.0,230.0,2.0,2017.0,2018.0,0.0,0.0,0.0
6755,Isaiah Taylor,1610612737,ATL,Atlanta,1627819,163.0,390.0,20.0,80.0,99.0,141.0,22.0,72.0,94.0,206.0,34.0,10.0,84.0,116.0,445.0,2017,1994-07-11,27.0,Texas,USA,75.0,170.0,2.0,2016.0,2017.0,0.0,0.0,0.0
6756,Isaiah Thomas,1610612739,CLE,Cleveland,202738,157.0,421.0,55.0,188.0,117.0,131.0,17.0,50.0,67.0,153.0,15.0,3.0,95.0,58.0,486.0,2017,1989-02-07,33.0,Washington,USA,69.0,185.0,8.0,2011.0,2019.0,2011.0,2.0,60.0
6757,Isaiah Whitehead,1610612751,BKN,Brooklyn,1627785,40.0,86.0,7.0,18.0,13.0,19.0,4.0,22.0,26.0,20.0,8.0,2.0,24.0,23.0,100.0,2017,1995-03-08,27.0,Seton Hall,USA,76.0,213.0,2.0,2016.0,2018.0,2016.0,2.0,42.0
6758,Ish Smith,1610612765,DET,Detroit,202397,389.0,801.0,35.0,101.0,81.0,116.0,27.0,197.0,224.0,360.0,64.0,20.0,108.0,140.0,894.0,2017,1988-07-05,33.0,Wake Forest,USA,72.0,175.0,10.0,2010.0,2020.0,0.0,0.0,0.0
6759,Ivan Rabb,1610612763,MEM,Memphis,1628397,86.0,152.0,0.0,0.0,29.0,36.0,53.0,105.0,158.0,32.0,12.0,13.0,35.0,55.0,201.0,2017,1997-02-04,25.0,California-Berkeley,USA,82.0,220.0,2.0,2017.0,2018.0,2017.0,2.0,35.0
6760,Ivica Zubac,1610612747,LAL,Los Angeles,1627826,61.0,122.0,0.0,1.0,39.0,51.0,45.0,78.0,123.0,25.0,8.0,15.0,26.0,47.0,161.0,2017,1997-03-18,25.0,Mega Basket,Croatia,84.0,240.0,4.0,2016.0,2020.0,2016.0,2.0,32.0
6761,J.J. Barea,1610612742,DAL,Dallas,200826,303.0,690.0,115.0,313.0,80.0,102.0,15.0,186.0,201.0,434.0,35.0,3.0,143.0,83.0,801.0,2017,1984-06-26,37.0,Northeastern,Puerto Rico,70.0,180.0,14.0,2006.0,2019.0,0.0,0.0,0.0
6762,JJ Redick,1610612755,PHI,Philadelphia,200755,412.0,892.0,197.0,466.0,205.0,226.0,10.0,170.0,180.0,211.0,36.0,6.0,105.0,123.0,1226.0,2017,1984-06-24,37.0,Duke,USA,75.0,200.0,14.0,2006.0,2020.0,2006.0,1.0,11.0
6763,JR Smith,1610612739,CLE,Cleveland,2747,246.0,606.0,146.0,387.0,39.0,56.0,29.0,208.0,237.0,142.0,68.0,11.0,83.0,164.0,677.0,2017,1985-09-09,36.0,No College,USA,78.0,220.0,16.0,2004.0,2019.0,2004.0,1.0,18.0
6764,JaKarr Sampson,1610612758,SAC,Sacramento,203960,44.0,81.0,5.0,10.0,10.0,16.0,21.0,57.0,78.0,9.0,8.0,22.0,8.0,48.0,103.0,2017,1993-03-20,29.0,St. John's,USA,79.0,214.0,5.0,2014.0,2020.0,0.0,0.0,0.0
6765,JaMychal Green,1610612763,MEM,Memphis,203210,223.0,488.0,43.0,127.0,80.0,111.0,147.0,317.0,464.0,79.0,32.0,25.0,76.0,153.0,569.0,2017,1990-06-21,31.0,Alabama,USA,80.0,227.0,6.0,2014.0,2020.0,0.0,0.0,0.0
6766,JaVale McGee,1610612744,GSW,Golden State,201580,141.0,226.0,0.0,6.0,43.0,58.0,61.0,112.0,173.0,33.0,22.0,59.0,27.0,95.0,325.0,2017,1988-01-19,34.0,Nevada-Reno,USA,84.0,270.0,12.0,2008.0,2020.0,2008.0,1.0,18.0
6767,Jabari Bird,1610612738,BOS,Boston,1628444,15.0,26.0,3.0,7.0,6.0,13.0,6.0,13.0,19.0,8.0,3.0,1.0,8.0,7.0,39.0,2017,1994-07-03,27.0,California,USA,78.0,198.0,1.0,2017.0,2017.0,2017.0,2.0,56.0
6768,Jabari Parker,1610612749,MIL,Milwaukee,203953,161.0,337.0,31.0,82.0,40.0,54.0,42.0,113.0,155.0,60.0,25.0,10.0,46.0,51.0,393.0,2017,1995-03-15,27.0,Duke,USA,80.0,245.0,6.0,2014.0,2020.0,2014.0,1.0,2.0
6769,Jack Cooley,1610612758,SAC,Sacramento,204022,13.0,27.0,0.0,0.0,14.0,19.0,14.0,16.0,30.0,6.0,1.0,0.0,3.0,13.0,40.0,2017,1991-04-12,31.0,Notre Dame,USA,82.0,274.0,1.0,2014.0,2017.0,0.0,0.0,0.0
6770,Jacob Pullen,1610612755,PHI,Philadelphia,1626643,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2017,1989-11-10,32.0,Kansas State,USA,73.0,200.0,0.0,2017.0,2017.0,0.0,0.0,0.0
6771,Jacob Wiley,1610612751,BKN,Brooklyn,1628451,1.0,4.0,1.0,2.0,1.0,2.0,2.0,9.0,11.0,2.0,1.0,0.0,0.0,4.0,4.0,2017,1994-09-04,27.0,Eastern Washington,USA,80.0,223.0,0.0,2017.0,2017.0,0.0,0.0,0.0
6772,Jae Crowder,1610612739,CLE,Cleveland,203109,274.0,681.0,113.0,350.0,125.0,152.0,59.0,220.0,279.0,101.0,66.0,21.0,75.0,188.0,786.0,2017,1990-07-06,31.0,Marquette,USA,78.0,235.0,8.0,2012.0,2020.0,2012.0,2.0,34.0
6773,Jahlil Okafor,1610612755,PHI,Philadelphia,1626143,77.0,138.0,1.0,4.0,21.0,29.0,21.0,64.0,85.0,12.0,3.0,18.0,21.0,51.0,176.0,2017,1995-12-15,26.0,Duke,USA,82.0,270.0,5.0,2015.0,2020.0,2015.0,1.0,3.0
6774,Jake Layman,1610612757,POR,Portland,1627774,14.0,47.0,4.0,20.0,2.0,3.0,4.0,12.0,16.0,11.0,6.0,4.0,5.0,13.0,34.0,2017,1994-03-07,28.0,Maryland,USA,80.0,209.0,4.0,2016.0,2020.0,2016.0,2.0,47.0
6775,Jakob Poeltl,1610612761,TOR,Toronto,1627751,254.0,385.0,1.0,2.0,60.0,101.0,165.0,229.0,394.0,58.0,39.0,102.0,88.0,214.0,569.0,2017,1995-10-15,26.0,Utah,Austria,85.0,245.0,4.0,2016.0,2020.0,2016.0,1.0,9.0
6776,Jalen Jones,1610612740,NOP,New Orleans,1627883,26.0,68.0,10.0,26.0,12.0,19.0,13.0,25.0,38.0,4.0,5.0,1.0,7.0,22.0,74.0,2017,1993-05-27,29.0,Texas A&M,USA,79.0,220.0,2.0,2017.0,2018.0,0.0,0.0,0.0
6777,Jamal Crawford,1610612750,MIN,Minnesota,2037,312.0,753.0,107.0,321.0,106.0,117.0,21.0,80.0,101.0,187.0,40.0,9.0,95.0,85.0,837.0,2017,1980-03-20,42.0,Michigan,USA,77.0,200.0,20.0,2000.0,2019.0,2000.0,1.0,8.0
6778,Jamal Murray,1610612743,DEN,Denver,1627750,479.0,1062.0,165.0,436.0,229.0,253.0,82.0,215.0,297.0,274.0,79.0,28.0,172.0,173.0,1352.0,2017,1997-02-23,25.0,Kentucky,Canada,75.0,215.0,4.0,2016.0,2020.0,2016.0,1.0,7.0
6779,Jameel Warney,1610612742,DAL,Dallas,1627866,7.0,12.0,0.0,0.0,3.0,5.0,4.0,5.0,9.0,0.0,0.0,0.0,1.0,2.0,17.0,2017,1994-01-31,28.0,"Stony Brook, N.Y.",USA,80.0,260.0,0.0,2017.0,2017.0,0.0,0.0,0.0
6780,Jameer Nelson,1610612740,NOP,New Orleans,2749,95.0,244.0,41.0,124.0,16.0,20.0,13.0,91.0,104.0,179.0,27.0,4.0,67.0,81.0,247.0,2017,1982-02-09,40.0,St. Joseph's (PA),USA,72.0,190.0,14.0,2004.0,2017.0,2004.0,1.0,20.0
6781,Jamel Artis,1610612753,ORL,Orlando,1628503,31.0,79.0,8.0,29.0,7.0,12.0,4.0,34.0,38.0,18.0,2.0,3.0,8.0,11.0,77.0,2017,1993-01-12,29.0,Pittsburgh,USA,79.0,213.0,1.0,2017.0,2017.0,0.0,0.0,0.0
6782,James Ennis III,1610612763,MEM,Memphis,203516,182.0,384.0,51.0,153.0,97.0,116.0,73.0,151.0,224.0,71.0,47.0,18.0,56.0,134.0,512.0,2017,1990-07-01,31.0,California State-Long Beach,USA,78.0,215.0,6.0,2014.0,2020.0,2013.0,2.0,50.0
6783,James Harden,1610612745,HOU,Houston,201935,666.0,1475.0,272.0,734.0,631.0,736.0,43.0,350.0,393.0,638.0,128.0,50.0,318.0,171.0,2235.0,2017,1989-08-26,32.0,Arizona State,USA,77.0,220.0,11.0,2009.0,2020.0,2009.0,1.0,3.0
6784,James Johnson,1610612748,MIA,Miami,201949,314.0,623.0,59.0,187.0,114.0,164.0,61.0,300.0,361.0,284.0,70.0,51.0,143.0,193.0,801.0,2017,1987-02-20,35.0,Wake Forest,USA,79.0,240.0,11.0,2009.0,2020.0,2009.0,1.0,16.0
6785,James Michael McAdoo,1610612755,PHI,Philadelphia,203949,2.0,7.0,2.0,7.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,8.0,2017,1993-01-04,29.0,North Carolina,USA,81.0,230.0,3.0,2014.0,2017.0,0.0,0.0,0.0
6786,James Webb III,1610612751,BKN,Brooklyn,1627821,6.0,24.0,4.0,19.0,0.0,0.0,8.0,16.0,24.0,4.0,1.0,0.0,4.0,10.0,16.0,2017,1993-08-19,28.0,Boise State,USA,81.0,202.0,0.0,2017.0,2017.0,0.0,0.0,0.0
6787,James Young,1610612755,PHI,Philadelphia,203923,5.0,14.0,3.0,10.0,4.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,17.0,2017,1995-08-16,26.0,Kentucky,USA,78.0,215.0,4.0,2014.0,2017.0,2014.0,1.0,17.0
6788,Jamil Wilson,1610612746,LAC,LA,203966,38.0,81.0,27.0,63.0,2.0,4.0,3.0,29.0,32.0,10.0,5.0,8.0,8.0,34.0,105.0,2017,1990-11-21,31.0,Marquette,USA,79.0,229.0,0.0,2017.0,2017.0,0.0,0.0,0.0
6789,Jared Dudley,1610612756,PHX,Phoenix,201162,48.0,122.0,29.0,80.0,27.0,35.0,8.0,86.0,94.0,78.0,24.0,11.0,28.0,85.0,152.0,2017,1985-07-10,36.0,Boston College,USA,78.0,237.0,13.0,2007.0,2020.0,2007.0,1.0,22.0
6790,Jarell Eddie,1610612738,BOS,Boston,204067,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2017,1991-10-30,30.0,Virginia Tech,USA,79.0,218.0,2.0,2015.0,2017.0,0.0,0.0,0.0
6791,Jarell Martin,1610612763,MEM,Memphis,1626185,221.0,496.0,34.0,98.0,89.0,116.0,97.0,221.0,318.0,73.0,39.0,49.0,86.0,211.0,565.0,2017,1994-05-24,28.0,Louisiana State,USA,82.0,239.0,4.0,2015.0,2018.0,2015.0,1.0,25.0
6792,Jarrett Allen,1610612751,BKN,Brooklyn,1628386,234.0,397.0,5.0,15.0,114.0,147.0,144.0,244.0,388.0,49.0,28.0,88.0,82.0,147.0,587.0,2017,1998-04-21,24.0,Texas,USA,83.0,243.0,3.0,2017.0,2020.0,2017.0,1.0,22.0
6793,Jarrett Jack,1610612752,NYK,New York,101127,189.0,443.0,25.0,86.0,63.0,75.0,22.0,169.0,191.0,348.0,35.0,4.0,115.0,98.0,466.0,2017,1983-10-28,38.0,Georgia Tech,USA,75.0,200.0,13.0,2005.0,2017.0,2005.0,1.0,22.0
6794,Jason Smith,1610612764,WAS,Washington,201160,45.0,115.0,4.0,32.0,19.0,21.0,18.0,35.0,53.0,14.0,3.0,13.0,16.0,44.0,113.0,2017,1986-03-02,36.0,Colorado State,USA,84.0,240.0,10.0,2007.0,2018.0,2007.0,1.0,20.0
6795,Jason Terry,1610612749,MIL,Milwaukee,1891,60.0,155.0,41.0,116.0,8.0,9.0,5.0,43.0,48.0,59.0,43.0,13.0,26.0,54.0,169.0,2017,1977-09-15,44.0,Arizona,USA,74.0,185.0,18.0,1999.0,2017.0,1999.0,1.0,10.0
6796,Jawun Evans,1610612746,LAC,LA,1628393,89.0,253.0,15.0,54.0,38.0,49.0,9.0,75.0,84.0,100.0,36.0,6.0,44.0,97.0,231.0,2017,1996-07-26,25.0,Oklahoma State,USA,72.0,190.0,2.0,2017.0,2018.0,2017.0,2.0,39.0
6797,Jaylen Brown,1610612738,BOS,Boston,1627759,382.0,822.0,123.0,311.0,150.0,233.0,67.0,283.0,350.0,118.0,71.0,27.0,127.0,185.0,1037.0,2017,1996-10-24,25.0,California,USA,78.0,223.0,4.0,2016.0,2020.0,2016.0,1.0,3.0
6798,Jaylen Morris,1610612737,ATL,Atlanta,1628537,13.0,32.0,2.0,10.0,0.0,0.0,2.0,14.0,16.0,7.0,2.0,1.0,6.0,2.0,28.0,2017,1995-09-19,26.0,Molloy,USA,77.0,185.0,1.0,2017.0,2018.0,0.0,0.0,0.0
6799,Jayson Tatum,1610612738,BOS,Boston,1628369,405.0,853.0,106.0,245.0,215.0,260.0,52.0,360.0,412.0,132.0,86.0,59.0,119.0,170.0,1131.0,2017,1998-03-03,24.0,Duke,USA,80.0,210.0,3.0,2017.0,2020.0,2017.0,1.0,3.0
6800,Jeff Green,1610612739,CLE,Cleveland,201145,295.0,625.0,53.0,173.0,203.0,234.0,60.0,190.0,250.0,100.0,41.0,35.0,76.0,151.0,846.0,2017,1986-08-28,35.0,Georgetown,USA,80.0,235.0,12.0,2007.0,2020.0,2007.0,1.0,5.0
6801,Jeff Teague,1610612750,MIN,Minnesota,201952,358.0,803.0,85.0,232.0,208.0,246.0,25.0,193.0,218.0,500.0,103.0,24.0,182.0,175.0,1009.0,2017,1988-06-10,33.0,Wake Forest,USA,75.0,195.0,11.0,2009.0,2020.0,2009.0,1.0,19.0
6802,Jeff Withey,1610612742,DAL,Dallas,203481,6.0,16.0,2.0,10.0,1.0,2.0,1.0,9.0,10.0,0.0,0.0,3.0,2.0,3.0,15.0,2017,1990-03-07,32.0,Kansas,USA,84.0,230.0,4.0,2013.0,2017.0,2013.0,2.0,39.0
6803,Jerami Grant,1610612760,OKC,Oklahoma City,203924,246.0,460.0,32.0,110.0,162.0,240.0,86.0,236.0,322.0,59.0,32.0,78.0,56.0,156.0,686.0,2017,1994-03-12,28.0,Syracuse,USA,80.0,210.0,6.0,2014.0,2020.0,2014.0,2.0,39.0
6804,Jeremy Evans,1610612737,ATL,Atlanta,202379,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2017,1987-10-24,34.0,Western Kentucky,USA,81.0,200.0,6.0,2010.0,2017.0,2010.0,2.0,55.0
6805,Jeremy Lamb,1610612766,CHA,Charlotte,203087,380.0,832.0,94.0,254.0,179.0,208.0,49.0,275.0,324.0,186.0,61.0,32.0,93.0,138.0,1033.0,2017,1992-05-30,30.0,Connecticut,USA,77.0,180.0,8.0,2012.0,2020.0,2012.0,1.0,12.0
6806,Jeremy Lin,1610612751,BKN,Brooklyn,202391,5.0,12.0,1.0,2.0,7.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,18.0,2017,1988-08-23,33.0,Harvard,USA,75.0,200.0,9.0,2010.0,2018.0,0.0,0.0,0.0
6807,Jerian Grant,1610612741,CHI,Chicago,1626170,209.0,503.0,61.0,187.0,140.0,188.0,31.0,140.0,171.0,342.0,63.0,8.0,89.0,132.0,619.0,2017,1992-10-09,29.0,Notre Dame,USA,76.0,198.0,5.0,2015.0,2019.0,2015.0,1.0,19.0
6808,Jerryd Bayless,1610612755,PHI,Philadelphia,201573,109.0,262.0,54.0,146.0,35.0,44.0,15.0,65.0,80.0,54.0,23.0,6.0,46.0,91.0,307.0,2017,1988-08-20,33.0,Arizona,USA,75.0,200.0,11.0,2008.0,2018.0,2008.0,1.0,11.0
6809,Jimmy Butler,1610612750,MIN,Minnesota,202710,441.0,932.0,72.0,205.0,366.0,428.0,80.0,239.0,319.0,291.0,118.0,24.0,108.0,82.0,1320.0,2017,1989-09-14,32.0,Marquette,USA,79.0,230.0,9.0,2011.0,2020.0,2011.0,1.0,30.0
6810,Joakim Noah,1610612752,NYK,New York,201149,5.0,10.0,0.0,0.0,2.0,4.0,6.0,8.0,14.0,4.0,2.0,2.0,4.0,5.0,12.0,2017,1985-02-25,37.0,Florida,USA,83.0,232.0,13.0,2007.0,2019.0,2007.0,1.0,9.0
