,PLAYER_NAME,BIRTHDATE,AGE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,FIRST_SEASON,LAST_SEASON,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,2pointer_MADE,2pointer_ATTEMPTS,3pointer_MADE,3pointer_ATTEMPTS,FreeThrow_MADE,FreeThrow_ATTEMPTS,OFFENSIVE_REBOUNDS,DEFENSIVE_REBOUNDS,REBOUNDS_TOTAL,ASSISTS,STEALS,BLOCKS,TURNOVERS,PERSONAL_FOULS,POINTS,SEASON
6435,Manny Harris,1989-09-21,32,Michigan,USA,77.0,185.0,4,2010,2016,0,0,0,1610612742,DAL,Dallas,202412,3.0,15.0,0.0,2.0,2.0,4.0,3.0,6.0,9.0,2.0,0.0,0.0,2.0,1.0,8.0,2016
6436,Manu Ginobili,1977-07-28,44,Virtus Bologna,Argentina,78.0,205.0,15,2002,2017,1999,2,57,1610612759,SAS,San Antonio,1938,171.0,439.0,89.0,227.0,86.0,107.0,28.0,129.0,157.0,183.0,82.0,16.0,96.0,119.0,517.0,2016
6437,Marc Gasol,1985-01-29,37,FC Barcelona,Spain,83.0,255.0,12,2008,2020,2007,2,48,1610612763,MEM,Memphis,201188,532.0,1160.0,104.0,268.0,278.0,332.0,60.0,404.0,464.0,338.0,67.0,99.0,166.0,171.0,1446.0,2016
6438,Marcelo Huertas,1983-05-25,39,FC Barcelona,Brazil,75.0,200.0,1,2015,2016,0,0,0,1610612747,LAL,Los Angeles,1626273,25.0,68.0,4.0,19.0,9.0,17.0,2.0,22.0,24.0,52.0,10.0,2.0,19.0,16.0,63.0,2016
6439,Marcin Gortat,1984-02-17,38,RheinEnergie Cologne,Poland,83.0,240.0,11,2007,2018,2005,2,57,1610612764,WAS,Washington,101162,390.0,674.0,0.0,2.0,103.0,159.0,238.0,611.0,849.0,121.0,40.0,61.0,119.0,213.0,883.0,2016
6440,Marco Belinelli,1986-03-25,36,Fortitudo Bologna,Italy,77.0,220.0,13,2007,2019,2007,1,18,1610612766,CHA,Charlotte,201158,264.0,615.0,102.0,283.0,150.0,168.0,14.0,164.0,178.0,147.0,44.0,9.0,70.0,90.0,780.0,2016
6441,Marcus Georges-Hunt,1994-03-28,28,Georgia Tech,USA,77.0,226.0,2,2016,2017,0,0,0,1610612748,MIA,Miami,1627875,2.0,7.0,1.0,2.0,9.0,10.0,1.0,8.0,9.0,3.0,1.0,0.0,2.0,5.0,14.0,2016
6442,Marcus Morris Sr.,1989-09-02,32,Kansas,USA,80.0,218.0,9,2011,2020,2011,1,14,1610612765,DET,Detroit,202694,421.0,1007.0,118.0,357.0,145.0,185.0,77.0,289.0,366.0,160.0,52.0,25.0,87.0,168.0,1105.0,2016
6443,Marcus Smart,1994-03-06,28,Oklahoma State,USA,75.0,220.0,6,2014,2020,2014,1,6,1610612738,BOS,Boston,203935,269.0,749.0,94.0,332.0,203.0,250.0,78.0,227.0,305.0,364.0,125.0,34.0,159.0,192.0,835.0,2016
6444,Marcus Thornton,1987-06-05,34,Louisiana State,USA,76.0,205.0,7,2009,2016,2009,2,43,1610612764,WAS,Washington,201977,84.0,210.0,28.0,80.0,23.0,27.0,22.0,54.0,76.0,41.0,19.0,3.0,25.0,48.0,219.0,2016
6445,Mario Hezonja,1995-02-25,27, ,Croatia,80.0,220.0,5,2015,2019,2015,1,5,1610612753,ORL,Orlando,1626209,117.0,330.0,43.0,144.0,40.0,50.0,20.0,126.0,146.0,62.0,30.0,15.0,58.0,74.0,317.0,2016
6446,Markieff Morris,1989-09-02,32,Kansas,USA,81.0,245.0,9,2011,2020,2011,1,13,1610612764,WAS,Washington,202693,406.0,889.0,71.0,196.0,180.0,215.0,107.0,386.0,493.0,126.0,82.0,42.0,129.0,254.0,1063.0,2016
6447,Marquese Chriss,1997-07-02,24,Washington,USA,81.0,240.0,4,2016,2020,2016,1,8,1610612756,PHX,Phoenix,1627737,284.0,632.0,72.0,224.0,113.0,181.0,96.0,252.0,348.0,60.0,67.0,70.0,108.0,263.0,753.0,2016
6448,Marreese Speights,1987-08-04,34,Florida,USA,82.0,255.0,10,2008,2017,2008,1,16,1610612746,LAC,LA,201578,244.0,548.0,103.0,277.0,120.0,137.0,88.0,285.0,373.0,65.0,23.0,41.0,69.0,229.0,711.0,2016
6449,Marshall Plumlee,1992-07-14,29,Duke,USA,84.0,250.0,1,2016,2017,0,0,0,1610612752,NYK,New York,1627850,16.0,30.0,0.0,0.0,8.0,19.0,23.0,28.0,51.0,10.0,4.0,4.0,12.0,23.0,40.0,2016
6450,Marvin Williams,1986-06-19,35,North Carolina,USA,80.0,237.0,15,2005,2019,2005,1,2,1610612766,CHA,Charlotte,101107,297.0,704.0,124.0,354.0,131.0,150.0,89.0,411.0,500.0,106.0,58.0,53.0,60.0,134.0,849.0,2016
6451,Mason Plumlee,1990-03-05,32,Duke,USA,83.0,254.0,7,2013,2020,2013,1,22,1610612757,POR,Portland,203486,334.0,623.0,0.0,6.0,174.0,300.0,170.0,435.0,605.0,284.0,69.0,92.0,134.0,226.0,842.0,2016
6452,Matt Barnes,1980-03-09,42,UCLA,USA,79.0,226.0,14,2002,2016,2002,2,45,1610612758,SAC,Sacramento,2440,185.0,473.0,87.0,263.0,70.0,89.0,70.0,314.0,384.0,195.0,48.0,26.0,107.0,185.0,527.0,2016
6453,Matthew Dellavedova,1990-09-08,31,St.Mary's College of California,Australia,75.0,200.0,7,2013,2020,0,0,0,1610612749,MIL,Milwaukee,203521,208.0,534.0,79.0,215.0,82.0,96.0,24.0,123.0,147.0,357.0,53.0,0.0,133.0,153.0,577.0,2016
6454,Maurice Harkless,1993-05-11,29,St. John's,USA,79.0,220.0,8,2012,2020,2012,1,15,1610612757,POR,Portland,203090,314.0,624.0,68.0,194.0,77.0,124.0,125.0,216.0,341.0,88.0,85.0,70.0,86.0,214.0,773.0,2016
6455,Maurice Ndour,1992-06-18,29,Ohio,Senegal,81.0,200.0,1,2016,2016,0,0,0,1610612752,NYK,New York,1626254,39.0,86.0,1.0,7.0,19.0,26.0,22.0,42.0,64.0,8.0,15.0,8.0,12.0,30.0,98.0,2016
6456,Metta World Peace,1979-11-13,42,St. John's,USA,79.0,260.0,17,1999,2016,1999,1,16,1610612747,LAL,Los Angeles,1897,19.0,68.0,9.0,38.0,10.0,16.0,5.0,15.0,20.0,11.0,10.0,2.0,7.0,18.0,57.0,2016
6457,Meyers Leonard,1992-02-27,30,Illinois,USA,84.0,260.0,8,2012,2020,2012,1,11,1610612757,POR,Portland,203086,146.0,378.0,74.0,213.0,35.0,40.0,27.0,210.0,237.0,71.0,13.0,28.0,35.0,172.0,401.0,2016
6458,Michael Beasley,1989-01-09,33,Kansas State,USA,81.0,235.0,11,2008,2018,2008,1,2,1610612749,MIL,Milwaukee,201563,216.0,406.0,18.0,43.0,78.0,105.0,40.0,153.0,193.0,53.0,27.0,27.0,66.0,92.0,528.0,2016
6459,Michael Carter-Williams,1991-10-10,30,Syracuse,USA,77.0,190.0,7,2013,2020,2013,1,11,1610612741,CHI,Chicago,203487,112.0,306.0,15.0,64.0,58.0,77.0,24.0,129.0,153.0,113.0,38.0,23.0,66.0,102.0,297.0,2016
6460,Michael Gbinije,1992-06-05,29,Syracuse,USA,79.0,200.0,1,2016,2016,2016,2,49,1610612765,DET,Detroit,1627771,1.0,10.0,0.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,4.0,2016
6461,Michael Kidd-Gilchrist,1993-09-26,28,Kentucky,USA,78.0,232.0,8,2012,2019,2012,1,2,1610612766,CHA,Charlotte,203077,295.0,618.0,1.0,9.0,152.0,194.0,156.0,409.0,565.0,114.0,81.0,77.0,56.0,187.0,743.0,2016
6462,Mike Conley,1987-10-11,34,Ohio State,USA,73.0,175.0,13,2007,2020,2007,1,4,1610612763,MEM,Memphis,201144,464.0,1009.0,171.0,419.0,316.0,368.0,31.0,210.0,241.0,433.0,92.0,19.0,156.0,126.0,1415.0,2016
6463,Mike Dunleavy,1954-03-21,68,South Carolina,USA,75.0,180.0,10,1976,1989,1976,6,99,1610612739,CLE,Cleveland,2399,93.0,220.0,53.0,134.0,36.0,45.0,18.0,97.0,115.0,50.0,15.0,7.0,28.0,67.0,275.0,2016
6464,Mike Dunleavy,1980-09-15,41,Duke,USA,81.0,230.0,15,2002,2016,2002,1,3,1610612739,CLE,Cleveland,2399,93.0,220.0,53.0,134.0,36.0,45.0,18.0,97.0,115.0,50.0,15.0,7.0,28.0,67.0,275.0,2016
6465,Mike Miller,1980-02-19,42,Florida,USA,80.0,218.0,17,2000,2016,2000,1,5,1610612743,DEN,Denver,2034,9.0,23.0,8.0,20.0,2.0,2.0,2.0,36.0,38.0,22.0,2.0,0.0,13.0,9.0,28.0,2016
6466,Mike Muscala,1991-07-01,30,Bucknell,USA,82.0,240.0,7,2013,2020,2013,2,44,1610612737,ATL,Atlanta,203488,170.0,337.0,46.0,110.0,49.0,64.0,76.0,164.0,240.0,95.0,30.0,41.0,55.0,97.0,435.0,2016
6467,Mike Scott,1988-07-16,33,Virginia,USA,79.0,237.0,8,2012,2020,2012,2,43,1610612737,ATL,Atlanta,203118,17.0,59.0,4.0,27.0,7.0,8.0,10.0,27.0,37.0,17.0,4.0,3.0,8.0,12.0,45.0,2016
6468,Mike Tobey,1994-10-10,27,Virginia,USA,84.0,260.0,0,2016,2016,0,0,0,1610612766,CHA,Charlotte,1627861,1.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,2016
6469,Miles Plumlee,1988-09-01,33,Duke,USA,83.0,249.0,7,2012,2018,2012,1,26,1610612749,MIL,Milwaukee,203101,44.0,92.0,0.0,0.0,25.0,39.0,38.0,57.0,95.0,21.0,18.0,13.0,30.0,73.0,113.0,2016
6470,Mindaugas Kuzminskas,1989-10-19,32,Malaga,Lithuania,81.0,215.0,1,2016,2017,0,0,0,1610612752,NYK,New York,1627851,158.0,369.0,54.0,168.0,55.0,68.0,47.0,79.0,126.0,69.0,29.0,11.0,51.0,79.0,425.0,2016
6471,Mirza Teletovic,1985-09-17,36, ,Bosnia and Herzegovina,81.0,242.0,5,2012,2017,0,0,0,1610612749,MIL,Milwaukee,203141,156.0,418.0,104.0,305.0,35.0,45.0,11.0,151.0,162.0,48.0,12.0,13.0,37.0,109.0,451.0,2016
6472,Monta Ellis,1985-10-26,36,No College,USA,75.0,185.0,12,2005,2016,2005,2,40,1610612754,IND,Indiana,101145,247.0,557.0,43.0,135.0,93.0,128.0,19.0,185.0,204.0,236.0,78.0,27.0,135.0,149.0,630.0,2016
6473,Montrezl Harrell,1994-01-26,28,Louisville,USA,79.0,240.0,5,2015,2020,2015,2,32,1610612745,HOU,Houston,1626149,225.0,345.0,1.0,7.0,76.0,121.0,81.0,138.0,219.0,64.0,20.0,42.0,44.0,126.0,527.0,2016
6474,Myles Turner,1996-03-24,26,Texas,USA,83.0,250.0,5,2015,2020,2015,1,11,1610612754,IND,Indiana,1626167,444.0,869.0,40.0,115.0,245.0,303.0,139.0,450.0,589.0,106.0,74.0,172.0,105.0,262.0,1173.0,2016
6475,Nemanja Bjelica,1988-05-09,34,Fenerbahce,Serbia,82.0,234.0,5,2015,2020,2010,2,35,1610612750,MIN,Minnesota,202357,151.0,356.0,56.0,177.0,45.0,61.0,57.0,187.0,244.0,79.0,40.0,20.0,59.0,154.0,403.0,2016
6476,Nene,1982-09-13,39, ,Brazil,83.0,250.0,17,2002,2018,2002,1,7,1610612745,HOU,Houston,2403,245.0,397.0,3.0,9.0,116.0,197.0,95.0,187.0,282.0,65.0,56.0,39.0,73.0,163.0,609.0,2016
6477,Nerlens Noel,1994-04-10,28,Kentucky,USA,83.0,220.0,6,2013,2020,2013,1,6,1610612755,PHI,Philadelphia,203457,184.0,309.0,0.0,1.0,77.0,111.0,93.0,201.0,294.0,50.0,65.0,50.0,51.0,126.0,445.0,2016
6478,Nick Collison,1980-10-26,41,Kansas,USA,82.0,255.0,14,2003,2017,2003,1,12,1610612760,OKC,Oklahoma City,2555,14.0,23.0,0.0,1.0,5.0,8.0,9.0,22.0,31.0,12.0,2.0,2.0,4.0,17.0,33.0,2016
6479,Nick Young,1985-06-01,36,Southern California,USA,79.0,210.0,11,2007,2018,2007,1,16,1610612747,LAL,Los Angeles,201156,272.0,633.0,170.0,421.0,77.0,90.0,25.0,113.0,138.0,58.0,37.0,14.0,36.0,137.0,791.0,2016
6480,Nicolas Batum,1988-12-14,33,Le Mans,France,80.0,230.0,12,2008,2020,2008,1,25,1610612766,CHA,Charlotte,201587,393.0,975.0,135.0,405.0,243.0,284.0,46.0,435.0,481.0,456.0,86.0,29.0,194.0,109.0,1164.0,2016
6481,Nicolas Brussino,1993-03-02,29,Penarol,Argentina,80.0,195.0,1,2016,2017,0,0,0,1610612742,DAL,Dallas,1627852,52.0,141.0,29.0,95.0,17.0,22.0,26.0,69.0,95.0,47.0,17.0,8.0,26.0,43.0,150.0,2016
6482,Nicolas Laprovittola,1990-01-31,32,Estudiantes,Argentina,76.0,180.0,0,2016,2016,0,0,0,1610612759,SAS,San Antonio,1627879,20.0,47.0,10.0,27.0,9.0,9.0,1.0,9.0,10.0,28.0,4.0,1.0,19.0,19.0,59.0,2016
6483,Nik Stauskas,1993-10-07,28,Michigan,Canada,78.0,205.0,5,2014,2018,2014,1,8,1610612755,PHI,Philadelphia,203917,251.0,634.0,132.0,359.0,122.0,150.0,21.0,205.0,226.0,188.0,45.0,32.0,128.0,144.0,756.0,2016
6484,Nikola Jokic,1995-02-19,27,Mega Basket,Serbia,83.0,284.0,5,2015,2020,2014,2,41,1610612743,DEN,Denver,203999,494.0,854.0,45.0,139.0,188.0,228.0,212.0,506.0,718.0,359.0,61.0,55.0,171.0,214.0,1221.0,2016
6485,Nikola Mirotic,1991-02-11,31,Real Madrid,Montenegro,82.0,250.0,5,2014,2018,2011,1,23,1610612741,CHI,Chicago,202703,258.0,625.0,129.0,377.0,99.0,128.0,61.0,323.0,384.0,75.0,53.0,55.0,80.0,128.0,744.0,2016
6486,Nikola Vucevic,1990-10-24,31,Southern California,Montenegro,83.0,260.0,9,2011,2020,2011,1,16,1610612753,ORL,Orlando,202696,483.0,1031.0,23.0,75.0,107.0,160.0,176.0,603.0,779.0,208.0,76.0,74.0,117.0,180.0,1096.0,2016
6487,Noah Vonleh,1995-08-24,26,Indiana,USA,82.0,257.0,6,2014,2020,2014,1,9,1610612757,POR,Portland,203943,130.0,270.0,7.0,20.0,60.0,94.0,131.0,256.0,387.0,31.0,30.0,27.0,64.0,154.0,327.0,2016
6488,Norman Powell,1993-05-25,29,UCLA,USA,75.0,215.0,5,2015,2020,2015,2,46,1610612761,TOR,Toronto,1626181,227.0,506.0,56.0,173.0,126.0,159.0,26.0,143.0,169.0,82.0,52.0,14.0,70.0,127.0,636.0,2016
6489,Norris Cole,1988-10-13,33,Cleveland State,USA,74.0,175.0,6,2011,2016,2011,1,28,1610612760,OKC,Oklahoma City,202708,16.0,52.0,3.0,13.0,8.0,10.0,0.0,11.0,11.0,14.0,8.0,0.0,7.0,18.0,43.0,2016
6490,Okaro White,1992-08-13,29,Florida State,USA,80.0,205.0,2,2016,2018,0,0,0,1610612748,MIA,Miami,1627855,33.0,87.0,12.0,34.0,20.0,22.0,25.0,57.0,82.0,21.0,10.0,10.0,18.0,52.0,98.0,2016
6491,Omer Asik,1986-07-04,35,Fenerbahce,Turkey,84.0,255.0,8,2010,2017,2008,2,36,1610612740,NOP,New Orleans,201600,31.0,65.0,0.0,0.0,23.0,39.0,48.0,115.0,163.0,15.0,5.0,10.0,14.0,51.0,85.0,2016
6492,Omri Casspi,1988-06-22,33,Maccabi Tel Aviv,Israel,81.0,225.0,9,2009,2018,2009,1,23,1610612758,SAC,Sacramento,201956,77.0,164.0,15.0,43.0,17.0,29.0,27.0,85.0,112.0,37.0,23.0,3.0,29.0,50.0,186.0,2016
6493,Otto Porter Jr.,1993-06-03,28,Georgetown,USA,80.0,198.0,7,2013,2020,2013,1,3,1610612764,WAS,Washington,203490,414.0,803.0,148.0,341.0,99.0,119.0,118.0,396.0,514.0,121.0,116.0,42.0,44.0,193.0,1075.0,2016
6494,P.J. Tucker,1985-05-05,37,Texas,USA,77.0,245.0,9,2006,2020,2006,2,35,1610612756,PHX,Phoenix,200782,199.0,482.0,70.0,196.0,72.0,93.0,117.0,354.0,471.0,99.0,116.0,19.0,66.0,196.0,540.0,2016
6495,Pascal Siakam,1994-04-02,28,New Mexico State,Cameroon,81.0,230.0,4,2016,2020,2016,1,27,1610612761,TOR,Toronto,1627783,103.0,205.0,1.0,7.0,22.0,32.0,64.0,121.0,185.0,17.0,26.0,45.0,33.0,109.0,229.0,2016
6496,Pat Connaughton,1993-01-06,29,Notre Dame,USA,77.0,209.0,5,2015,2020,2015,2,41,1610612757,POR,Portland,1626192,37.0,72.0,17.0,33.0,7.0,9.0,10.0,42.0,52.0,28.0,6.0,2.0,17.0,23.0,98.0,2016
6497,Patricio Garino,1993-05-17,29,George Washington,Argentina,78.0,203.0,1,2016,2016,0,0,0,1610612753,ORL,Orlando,1627868,0.0,7.0,0.0,5.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,3.0,4.0,0.0,2016
6498,Patrick Beverley,1988-07-12,33,Arkansas,USA,73.0,180.0,8,2012,2020,2009,2,42,1610612745,HOU,Houston,201976,228.0,543.0,110.0,288.0,73.0,95.0,95.0,298.0,393.0,281.0,99.0,25.0,100.0,222.0,639.0,2016
6499,Patrick McCaw,1995-10-25,26,UNLV,USA,79.0,181.0,4,2016,2020,2016,2,38,1610612744,GSW,Golden State,1627775,106.0,245.0,41.0,123.0,29.0,37.0,21.0,79.0,100.0,77.0,32.0,15.0,36.0,62.0,282.0,2016
6500,Patrick Patterson,1989-03-14,33,Kentucky,USA,80.0,235.0,10,2010,2020,2010,1,14,1610612761,TOR,Toronto,202335,154.0,384.0,94.0,253.0,43.0,60.0,62.0,231.0,293.0,76.0,40.0,23.0,38.0,120.0,445.0,2016
6501,Patty Mills,1988-08-11,33,St.Mary's College of California,Australia,73.0,180.0,11,2009,2020,2009,2,55,1610612759,SAS,San Antonio,201988,273.0,621.0,147.0,355.0,66.0,80.0,24.0,117.0,141.0,280.0,65.0,3.0,101.0,109.0,759.0,2016
6502,Pau Gasol,1980-07-06,41, ,Spain,84.0,250.0,18,2001,2018,2001,1,3,1610612759,SAS,San Antonio,2200,303.0,604.0,56.0,104.0,130.0,184.0,107.0,394.0,501.0,150.0,24.0,70.0,81.0,110.0,792.0,2016
6503,Paul George,1990-05-02,32,Fresno State,USA,80.0,220.0,10,2010,2020,2010,1,10,1610612754,IND,Indiana,202331,622.0,1348.0,195.0,496.0,336.0,374.0,58.0,434.0,492.0,251.0,119.0,27.0,220.0,206.0,1775.0,2016
6504,Paul Millsap,1985-02-10,37,Louisiana Tech,USA,79.0,257.0,14,2006,2020,2006,2,47,1610612737,ATL,Atlanta,200794,430.0,972.0,75.0,241.0,311.0,405.0,111.0,422.0,533.0,252.0,90.0,62.0,158.0,186.0,1246.0,2016
6505,Paul Pierce,1977-10-13,44,Kansas,USA,79.0,235.0,19,1998,2016,1998,1,10,1610612746,LAC,LA,1718,28.0,70.0,15.0,43.0,10.0,13.0,1.0,47.0,48.0,10.0,4.0,5.0,16.0,40.0,81.0,2016
6506,Paul Zipser,1994-02-18,28,Bayern Munich,Germany,80.0,226.0,1,2016,2017,2016,2,48,1610612741,CHI,Chicago,1627835,88.0,221.0,33.0,99.0,31.0,40.0,15.0,110.0,125.0,36.0,15.0,16.0,40.0,78.0,240.0,2016
6507,Pierre Jackson,1991-08-29,30,Baylor,USA,70.0,180.0,0,2016,2016,2013,2,42,1610612742,DAL,Dallas,203510,13.0,39.0,3.0,11.0,6.0,7.0,1.0,8.0,9.0,19.0,2.0,0.0,3.0,5.0,35.0,2016
6508,Quincy Acy,1990-10-06,31,Baylor,USA,79.0,240.0,6,2012,2018,2012,2,37,1610612742,DAL,Dallas,203112,70.0,170.0,37.0,90.0,45.0,60.0,20.0,95.0,115.0,18.0,14.0,15.0,21.0,67.0,222.0,2016
6509,Quinn Cook,1993-03-23,29,Duke,USA,73.0,180.0,4,2016,2020,0,0,0,1610612742,DAL,Dallas,1626188,33.0,66.0,11.0,26.0,2.0,5.0,1.0,6.0,7.0,26.0,4.0,0.0,13.0,13.0,79.0,2016
6510,RJ Hunter,1993-10-24,28,Georgia State,USA,77.0,185.0,4,2015,2018,2015,1,28,1610612741,CHI,Chicago,1626154,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
6511,Rajon Rondo,1986-02-22,36,Kentucky,USA,73.0,180.0,14,2006,2020,2006,1,21,1610612741,CHI,Chicago,200765,229.0,561.0,50.0,133.0,30.0,50.0,73.0,282.0,355.0,461.0,99.0,11.0,169.0,144.0,538.0,2016
6512,Rakeem Christmas,1991-12-01,30,Syracuse,USA,81.0,250.0,2,2015,2016,2015,2,36,1610612754,IND,Indiana,1626176,19.0,43.0,0.0,0.0,21.0,29.0,26.0,30.0,56.0,4.0,3.0,6.0,8.0,37.0,59.0,2016
6513,Ramon Sessions,1986-04-11,36,Nevada-Reno,USA,75.0,190.0,11,2007,2017,2007,2,56,1610612766,CHA,Charlotte,201196,100.0,263.0,21.0,62.0,91.0,118.0,11.0,62.0,73.0,129.0,27.0,3.0,46.0,43.0,312.0,2016
6514,Randy Foye,1983-09-24,38,Villanova,USA,76.0,218.0,11,2006,2016,2006,1,7,1610612751,BKN,Brooklyn,200751,118.0,325.0,67.0,203.0,54.0,63.0,9.0,146.0,155.0,135.0,35.0,9.0,80.0,99.0,357.0,2016
6515,Rashad Vaughn,1996-08-16,25,UNLV,USA,78.0,202.0,2,2015,2017,2015,1,17,1610612749,MIL,Milwaukee,1626173,57.0,156.0,26.0,81.0,2.0,5.0,4.0,45.0,49.0,23.0,19.0,10.0,14.0,32.0,142.0,2016
6516,Raul Neto,1992-05-19,30,Murcia,Brazil,73.0,180.0,5,2015,2020,2013,2,47,1610612762,UTA,Utah,203526,41.0,91.0,10.0,31.0,8.0,9.0,4.0,26.0,30.0,34.0,21.0,5.0,15.0,48.0,100.0,2016
6517,Ray McCallum,1991-06-12,30,Detroit,USA,75.0,190.0,3,2013,2015,2013,2,36,1610612766,CHA,Charlotte,203492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
6518,Raymond Felton,1984-06-26,37,North Carolina,USA,73.0,205.0,14,2005,2018,2005,1,5,1610612746,LAC,LA,101109,221.0,514.0,46.0,144.0,50.0,64.0,33.0,185.0,218.0,191.0,66.0,22.0,83.0,125.0,538.0,2016
6519,Reggie Bullock,1991-03-16,31,North Carolina,USA,78.0,205.0,7,2013,2020,2013,1,25,1610612765,DET,Detroit,203493,54.0,128.0,28.0,73.0,5.0,7.0,13.0,51.0,64.0,29.0,18.0,3.0,10.0,22.0,141.0,2016
6520,Reggie Jackson,1990-04-16,32,Boston College,USA,74.0,208.0,9,2011,2020,2011,1,24,1610612765,DET,Detroit,202704,284.0,677.0,66.0,184.0,118.0,136.0,21.0,93.0,114.0,270.0,35.0,5.0,114.0,129.0,752.0,2016
6521,Reggie Williams,1986-09-14,35,Virginia Military Institute,USA,78.0,205.0,6,2009,2016,0,0,0,1610612740,NOP,New Orleans,202130,8.0,23.0,5.0,11.0,6.0,7.0,2.0,4.0,6.0,4.0,3.0,0.0,0.0,2.0,27.0,2016
6522,Reggie Williams,1964-03-05,58,Georgetown,USA,78.07063365886896,211.14685155717208,9,1987,1996,1987,1,4,1610612740,NOP,New Orleans,202130,8.0,23.0,5.0,11.0,6.0,7.0,2.0,4.0,6.0,4.0,3.0,0.0,0.0,2.0,27.0,2016
6523,Richard Jefferson,1980-06-21,41,Arizona,USA,79.0,233.0,17,2001,2017,2001,1,13,1610612739,CLE,Cleveland,2210,153.0,343.0,62.0,186.0,80.0,108.0,28.0,175.0,203.0,78.0,26.0,10.0,52.0,153.0,448.0,2016
6524,Richaun Holmes,1993-10-15,28,Bowling Green,USA,82.0,235.0,5,2015,2020,2015,2,37,1610612755,PHI,Philadelphia,1626158,230.0,412.0,27.0,77.0,72.0,103.0,94.0,217.0,311.0,58.0,42.0,55.0,55.0,136.0,559.0,2016
6525,Ricky Rubio,1990-10-21,31,FC Barcelona,Spain,75.0,190.0,9,2011,2020,2009,1,5,1610612750,MIN,Minnesota,201937,261.0,650.0,60.0,196.0,254.0,285.0,68.0,237.0,305.0,682.0,128.0,10.0,195.0,202.0,836.0,2016
6526,Robert Covington,1990-12-14,31,Tennessee State,USA,79.0,209.0,7,2013,2020,0,0,0,1610612755,PHI,Philadelphia,203496,292.0,732.0,137.0,412.0,143.0,174.0,92.0,344.0,436.0,102.0,127.0,69.0,131.0,203.0,864.0,2016
6527,Robin Lopez,1988-04-01,34,Stanford,USA,84.0,281.0,12,2008,2020,2008,1,15,1610612741,CHI,Chicago,201577,382.0,775.0,0.0,2.0,75.0,104.0,244.0,276.0,520.0,80.0,18.0,117.0,91.0,151.0,839.0,2016
6528,Rodney Hood,1992-10-20,29,Duke,USA,80.0,208.0,6,2014,2020,2014,1,23,1610612762,UTA,Utah,203918,272.0,666.0,114.0,307.0,90.0,115.0,16.0,186.0,202.0,96.0,38.0,11.0,65.0,132.0,748.0,2016
6529,Rodney McGruder,1991-07-29,30,Kansas State,USA,76.0,205.0,4,2016,2020,0,0,0,1610612748,MIA,Miami,203585,190.0,460.0,73.0,220.0,44.0,71.0,94.0,162.0,256.0,124.0,46.0,18.0,56.0,140.0,497.0,2016
6530,Rodney Stuckey,1986-04-21,36,Eastern Washington,USA,77.0,205.0,9,2007,2016,2007,1,15,1610612754,IND,Indiana,201155,91.0,244.0,19.0,60.0,80.0,107.0,6.0,78.0,84.0,84.0,16.0,0.0,53.0,44.0,281.0,2016
6531,Ron Baker,1993-03-30,29,Wichita State,USA,76.0,220.0,2,2016,2018,0,0,0,1610612752,NYK,New York,1627758,82.0,217.0,23.0,86.0,28.0,43.0,12.0,86.0,98.0,107.0,34.0,8.0,56.0,74.0,215.0,2016
6532,Rondae Hollis-Jefferson,1995-01-03,27,Arizona,USA,78.0,217.0,5,2015,2019,2015,1,23,1610612751,BKN,Brooklyn,1626178,235.0,542.0,15.0,67.0,190.0,253.0,96.0,356.0,452.0,154.0,82.0,44.0,116.0,177.0,675.0,2016
6533,Ronnie Price,1983-06-21,38,Utah Valley,USA,74.0,190.0,12,2005,2016,0,0,0,1610612756,PHX,Phoenix,101179,4.0,24.0,3.0,17.0,3.0,4.0,3.0,8.0,11.0,18.0,11.0,1.0,3.0,14.0,14.0,2016
6534,Roy Hibbert,1986-12-11,35,Georgetown,USA,86.0,270.0,9,2008,2016,2008,1,17,1610612766,CHA,Charlotte,201579,80.0,147.0,0.0,0.0,61.0,75.0,54.0,98.0,152.0,21.0,8.0,46.0,32.0,100.0,221.0,2016
6535,Rudy Gay,1986-08-17,35,Connecticut,USA,80.0,250.0,14,2006,2020,2006,1,8,1610612758,SAC,Sacramento,200752,201.0,442.0,42.0,113.0,118.0,138.0,35.0,155.0,190.0,83.0,44.0,26.0,74.0,79.0,562.0,2016
6536,Rudy Gobert,1992-06-26,29,Cholet,France,85.0,258.0,7,2013,2020,2013,1,27,1610612762,UTA,Utah,203497,413.0,625.0,0.0,1.0,311.0,476.0,314.0,721.0,1035.0,97.0,49.0,214.0,147.0,246.0,1137.0,2016
