,PLAYER_NAME,BIRTHDATE,AGE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,TEAM_ID,FIRST_SEASON,LAST_SEASON,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
3748,Willie Smith,1953-10-26,68,Missouri,USA,74.0,170.0,3,1610612739,1976,1979,1976,2,18
3749,Zhaire Smith,1999-06-04,22,Texas Tech,USA,75.0,205.0,2,1610612755,2018,2019,2018,1,16
3750,Dennis Smith Jr.,1997-11-25,24,North Carolina State,USA,74.0,205.0,3,1610612765,2017,2020,2017,1,9
3751,Rik Smits,1966-08-23,55,Marist,USA,88.0,265.0,11,1610612754,1988,1999,1988,1,2
3752,Mike Smrek,1962-08-31,59,Canisius,USA,84.0,250.0,6,1610612747,1985,1991,1985,2,25
3754,Tony Snell,1991-11-10,30,New Mexico,USA,78.0,213.0,7,1610612737,2013,2020,2013,1,20
3755,Eric Snow,1973-04-24,49,Michigan State,USA,75.0,205.0,13,1610612755,1995,2007,1995,2,43
3756,Dick Snyder,1944-02-01,78,Davidson,USA,77.0,207.0,12,1610612760,1966,1978,1966,2,14
3757,Kirk Snyder,1983-06-05,38,Nevada-Reno,USA,78.0,225.0,4,1610612740,2004,2007,2004,1,16
3758,George Sobek,1920-02-10,102,Notre Dame,USA,72.0,180.0,0,1610610033,1949,1949,0,0,0
3759,Ricky Sobers,1953-01-15,69,UNLV,USA,75.0,198.0,10,1610612741,1975,1985,1975,1,16
3760,Ron Sobie,1934-09-21,87,DePaul,USA,75.0,185.0,3,1610612752,1956,1959,1956,1,6
3761,Mike Sojourner,1953-10-16,68,Utah,USA,81.0,225.0,2,1610612737,1974,1976,1974,1,10
3762,Will Solomon,1978-07-20,43,Clemson,USA,73.0,185.0,1,0,2001,2008,2001,2,32
3763,Willie Somerset,1942-03-17,80,Duquesne,USA,68.0,170.0,0,1610612764,1965,1965,1965,7,56
3764,Darius Songaila,1978-02-14,44,Wake Forest,Lithuania,81.0,248.0,8,1610612764,2003,2010,2002,2,49
3765,Dave Sorenson,1948-07-08,73,Ohio State,USA,80.0,225.0,2,1610612739,1970,1972,1970,2,26
3766,James Southerland,1990-04-28,32,Syracuse,USA,80.0,215.0,0,1610612740,2013,2013,0,0,0
3767,Gino Sovran,1924-12-17,97,Detroit,USA,74.0,175.0,0,1610610035,1946,1946,0,0,0
3768,Pape Sow,1981-11-22,40,California State-Fullerton,Senegal,82.0,250.0,3,1610612761,2004,2006,2004,2,47
3769,Ray Spalding,1997-03-11,25,Louisville,USA,81.0,225.0,1,0,2018,2020,2018,2,56
3770,Jim Spanarkel,1957-06-28,64,Duke,USA,77.0,190.0,4,1610612742,1979,1983,1979,1,16
3771,Vassilis Spanoulis,1982-08-02,39,Panathinaikos,Greece,76.0,195.0,0,1610612745,2006,2006,2004,2,50
3772,Guy Sparrow,1932-11-02,89,Detroit,USA,78.0,218.0,2,1610612752,1957,1959,1955,3,19
3773,Rory Sparrow,1958-06-12,63,Villanova,USA,74.0,175.0,11,1610612752,1980,1991,1980,4,75
3775,Art Spector,1920-10-17,101,Villanova,USA,76.0,200.0,3,1610612738,1946,1949,0,0,0
3776,Marreese Speights,1987-08-04,34,Florida,USA,82.0,255.0,10,1610612753,2008,2017,2008,1,16
3777,Omari Spellman,1997-07-21,24,Villanova,USA,80.0,245.0,2,1610612750,2018,2019,2018,1,30
3778,Andre Spencer,1964-07-20,57,Northern Arizona,USA,78.0,210.0,1,1610612758,1992,1993,0,0,0
3779,Elmore Spencer,1969-12-06,52,UNLV,USA,84.0,270.0,4,0,1992,1996,1992,1,25
3780,Felton Spencer,1968-01-05,54,Louisville,USA,84.0,290.0,11,1610612750,1990,2001,1990,1,6
3781,Lou Spicer,1922-11-12,99,Syracuse,USA,74.0,195.0,0,1610610032,1946,1946,0,0,0
3782,Craig Spitzer,1945-12-18,76,Tulane,USA,84.0,225.0,0,1610612741,1967,1967,0,0,0
3783,Tiago Splitter,1985-01-01,37,Baskonia,Brazil,83.0,245.0,7,1610612759,2010,2016,2007,1,28
3784,Art Spoelstra,1932-09-11,89,Western Kentucky,USA,81.0,220.0,3,1610612758,1954,1957,1954,4,34
3785,Latrell Sprewell,1970-09-08,51,Alabama,USA,77.0,195.0,13,1610612744,1992,2004,1992,1,24
3786,Larry Spriggs,1959-09-08,62,Howard,USA,79.0,230.0,4,1610612747,1981,1985,1981,4,81
3788,Jim Spruill,1923-02-26,99,Rice,USA,74.0,225.0,0,1610610029,1948,1948,0,0,0
3789,Ryan Stack,1975-07-24,46,South Carolina,USA,83.0,215.0,1,0,1998,1999,1998,2,48
3790,Jerry Stackhouse,1974-11-05,47,North Carolina,USA,78.0,218.0,18,1610612765,1995,2012,1995,1,3
3791,Kevin Stacom,1951-09-04,70,Providence,USA,75.0,185.0,5,1610612738,1974,1981,1974,2,35
3792,Dave Stallworth,1941-12-20,80,Wichita State,USA,79.0,200.0,7,1610612752,1965,1974,1965,1,3
3793,Isaac Stallworth,1950-01-18,72,Kansas,USA,77.0,190.0,4,1610612762,1972,1976,1972,1,7
3794,Ed Stanczak,1921-08-15,100,Central HS (IN),USA,73.0,185.0,1,1610610023,1949,1950,0,0,0
3795,Terence Stansbury,1961-02-27,61,Temple,USA,77.0,170.0,2,1610612754,1984,1986,1984,1,15
3796,John Starks,1965-08-10,56,Oklahoma State,USA,77.0,190.0,12,1610612752,1988,2001,0,0,0
3797,Keith Starr,1954-03-14,68,Pittsburgh,USA,78.0,190.0,0,1610612741,1976,1976,1976,4,52
3798,Nik Stauskas,1993-10-07,28,Michigan,Canada,78.0,205.0,5,1610612739,2014,2018,2014,1,8
3799,Larry Staverman,1936-10-11,85,Thomas More,USA,79.0,205.0,4,1610612758,1958,1963,1958,9,64
3800,Larry Steele,1949-05-05,73,Kentucky,USA,77.0,180.0,8,1610612757,1971,1979,1971,3,37
3801,Matt Steigenga,1970-03-27,52,Michigan State,USA,79.0,225.0,0,0,1996,1996,1992,2,52
3802,Vladimir Stepania,1976-05-08,46,Union Olimpija,Georgia,85.0,255.0,6,1610612748,1998,2003,1998,1,27
3803,DJ Stephens,1990-12-19,31,Memphis,USA,77.0,188.0,1,0,2013,2018,0,0,0
3804,Everette Stephens,1966-10-21,55,Purdue,USA,74.0,175.0,1,1610612754,1988,1990,1988,2,31
3805,Jack Stephens,1933-05-18,89,Notre Dame,USA,75.0,185.0,0,1610612737,1955,1955,1955,2,7
3806,Joe Stephens,1973-01-28,49,Arkansas-Little Rock,USA,79.0,210.0,2,0,1996,1999,0,0,0
3807,Lance Stephenson,1990-09-05,31,Cincinnati,USA,78.0,230.0,9,1610612747,2010,2018,2010,2,40
3808,Alex Stepheson,1987-08-07,34,Southern California,USA,82.0,270.0,0,0,2015,2015,0,0,0
3809,Brook Steppe,1959-11-07,62,Georgia Tech,USA,77.0,195.0,4,1610612758,1982,1988,1982,1,17
3810,Barry Stevens,1963-01-17,59,Iowa State,USA,77.0,195.0,0,1610612744,1992,1992,1985,2,43
3811,Wayne Stevens,1936-06-19,85,Cincinnati,USA,75.0,185.0,0,1610612758,1959,1959,1958,7,49
3812,DeShawn Stevenson,1981-04-03,41,Washington Union HS (CA),USA,77.0,218.0,13,1610612764,2000,2012,2000,1,23
3813,Dennis Stewart,1947-04-11,75,Michigan,USA,78.0,220.0,0,1610612764,1970,1970,1969,4,44
3814,Kebu Stewart,1973-12-19,48,California State-Bakersfield,USA,80.0,239.0,0,1610612755,1997,1997,1997,2,35
3815,Larry Stewart,1968-09-21,53,Coppin State,USA,80.0,230.0,4,1610612764,1991,1996,0,0,0
3816,Michael Stewart,1975-04-25,47,California,USA,82.0,230.0,8,1610612761,1997,2004,0,0,0
3818,Greg Stiemsma,1985-09-26,36,Wisconsin,USA,83.0,260.0,4,1610612750,2009,2014,0,0,0
3819,Steve Stipanovich,1960-11-17,61,Missouri,USA,83.0,245.0,4,1610612754,1983,1987,1983,1,2
3820,Bryant Stith,1970-12-10,51,Virginia,USA,77.0,210.0,10,1610612743,1992,2002,1992,1,13
3821,Sam Stith,1937-07-22,84,St. Bonaventure,USA,74.0,185.0,0,1610612752,1961,1961,1960,8,56
3822,Tom Stith,1939-01-21,83,St. Bonaventure,USA,77.0,210.0,0,1610612752,1962,1962,1961,1,2
3823,Alex Stivrins,1962-11-29,59,Colorado,USA,80.0,220.0,1,1610612756,1985,1992,1985,4,75
3825,John Stockton,1962-03-26,60,Gonzaga,USA,73.0,175.0,18,1610612762,1984,2002,1984,1,16
3826,Peja Stojakovic,1977-06-09,44,PAOK,Serbia,82.0,229.0,13,1610612758,1998,2010,1996,1,14
3827,Ed Stokes,1971-09-03,50,Arizona,USA,84.0,264.0,0,0,1997,1997,1993,2,35
3828,Greg Stokes,1963-08-05,58,Iowa,USA,82.0,220.0,1,1610612755,1985,1989,1985,2,33
3829,Jarnell Stokes,1994-01-07,28,Tennessee,USA,81.0,255.0,3,0,2014,2016,2014,2,35
3830,Maurice Stokes,1933-06-17,88,St. Francis (PA),USA,79.0,232.0,2,1610612758,1955,1957,1955,1,2
3831,Art Stolkey,1920-10-23,101,Detroit,USA,73.0,180.0,0,1610610028,1946,1946,0,0,0
3832,Diamond Stone,1997-02-10,25,Maryland,USA,83.0,255.0,1,1610612746,2016,2016,2016,2,40
3833,Julyan Stone,1988-12-07,33,Texas-El Paso,USA,78.0,200.0,3,1610612743,2011,2017,0,0,0
3834,Awvee Storey,1977-04-18,45,Arizona State,USA,78.0,225.0,3,1610612749,2004,2007,0,0,0
3835,Damon Stoudamire,1973-09-03,48,Arizona,USA,70.0,171.0,13,1610612757,1995,2007,1995,1,7
3836,Salim Stoudamire,1982-10-11,39,Arizona,USA,73.0,175.0,3,1610612737,2005,2008,2005,2,31
3837,Amar'e Stoudemire,1982-11-16,39,Cypress Creek HS (FL),USA,82.0,245.0,14,1610612752,2002,2015,2002,1,9
3838,Paul Stovall,1948-08-16,73,Arizona State,USA,76.0,215.0,0,1610612756,1972,1972,1972,2,22
3839,DJ Strawberry,1985-06-15,36,Maryland,USA,77.0,201.0,1,1610612756,2007,2007,2007,2,59
3840,Joe Strawder,1940-09-21,81,Bradley,USA,82.0,235.0,2,1610612765,1965,1967,1964,4,34
3841,Bill Stricker,1948-01-22,74,Pacific,USA,80.0,210.0,0,1610612757,1970,1970,1970,4,54
3842,Erick Strickland,1973-11-25,48,Nebraska,USA,75.0,218.0,9,1610612742,1996,2004,0,0,0
3843,Mark Strickland,1970-07-14,51,Temple,USA,82.0,220.0,8,0,1994,2002,0,0,0
3844,Rod Strickland,1966-07-11,55,DePaul,USA,75.0,185.0,16,0,1988,2004,1988,1,19
3845,Roger Strickland,1940-09-04,81,Jacksonville,USA,77.0,200.0,0,1610612764,1963,1963,1963,1,7
3846,John Stroeder,1958-07-24,63,Montana,USA,82.0,260.0,1,1610612749,1987,1988,1980,8,168
3847,Derek Strong,1968-02-09,54,Xavier,USA,81.0,240.0,9,1610612753,1991,2000,1990,2,47
3848,Lamont Strothers,1968-05-10,54,Christopher Newport,USA,76.0,190.0,1,1610612742,1991,1992,1991,2,43
3849,John Stroud,1957-10-29,64,Mississippi,USA,79.0,215.0,0,1610612745,1980,1980,1980,2,27
3850,Max Strus,1996-03-28,26,DePaul,USA,77.0,215.0,1,1610612748,2019,2020,0,0,0
3851,Rodney Stuckey,1986-04-21,36,Eastern Washington,USA,77.0,205.0,9,0,2007,2016,2007,1,15
3853,Stan Stutz,1920-04-14,102,Rhode Island,USA,70.0,170.0,2,1610612752,1946,1948,0,0,0
3854,Gary Suiter,1945-01-18,77,Midwestern State,USA,81.0,225.0,0,1610612739,1970,1970,0,0,0
3855,Jared Sullinger,1992-03-04,30,Ohio State,USA,81.0,260.0,4,0,2012,2016,2012,1,21
3856,DaJuan Summers,1988-01-24,34,Georgetown,USA,80.0,240.0,4,1610612765,2009,2012,2009,2,35
3857,Edmond Sumner,1995-12-31,26,Xavier,USA,76.0,196.0,3,1610612754,2017,2020,2017,2,52
3858,Barry Sumpter,1965-11-11,56,Austin Peay,USA,83.0,215.0,0,1610612746,1988,1988,1988,3,56
3859,Sun Sun,1985-11-06,36,Beijing,China,81.0,205.0,1,1610612747,2008,2008,2007,2,40
3860,Don Sunderlage,1929-12-20,92,Illinois,USA,73.0,180.0,1,1610612737,1953,1954,1951,1,9
3861,Bruno Sundov,1980-02-10,42,Split,Croatia,86.0,260.0,7,1610612754,1998,2004,1998,2,35
3862,Jon Sundvold,1961-07-02,60,Missouri,USA,74.0,170.0,8,1610612759,1983,1991,1983,1,16
3863,Bob Sura,1973-03-25,49,Florida State,USA,77.0,200.0,10,1610612739,1995,2006,1995,1,17
3865,Dane Suttle,1961-08-09,60,Pepperdine,USA,75.0,190.0,1,1610612758,1983,1984,1983,7,152
3866,Greg Sutton,1967-12-03,54,Oral Roberts,USA,74.0,185.0,2,1610612766,1991,1995,1991,2,49
3867,Bennie Swain,1933-12-16,88,Texas Southern,USA,80.0,220.0,0,1610612738,1958,1958,1958,1,7
3868,Caleb Swanigan,1997-04-18,25,Purdue,USA,81.0,260.0,3,1610612757,2017,2019,2017,1,26
3871,Michael Sweetney,1982-10-25,39,Georgetown,USA,80.0,270.0,4,1610612752,2003,2006,2003,1,9
3872,Robert Swift,1985-12-03,36,Bakersfield HS (CA),USA,85.0,270.0,4,1610612760,2004,2008,2004,1,12
3873,Stromile Swift,1979-11-21,42,Louisiana State,USA,82.0,220.0,9,1610612763,2000,2008,2000,1,2
3874,Aaron Swinson,1970-12-21,51,Auburn,USA,77.0,230.0,0,1610612756,1994,1994,0,0,0
3875,Pape Sy,1988-04-05,34,Le Havre,France,79.0,225.0,1,1610612737,2010,2010,2010,2,53
3876,Wallace Sydnor,1921-09-19,100,Western Kentucky,USA,70.0,175.0,0,1610610025,1946,1946,0,0,0
3877,Larry Sykes,1973-04-11,49,Xavier,USA,81.0,255.0,0,1610612738,1995,1995,0,0,0
3878,Brett Szabo,1968-02-01,54,Augustana (SD),USA,83.0,230.0,0,1610612738,1996,1996,0,0,0
3879,Wally Szczerbiak,1977-03-05,45,Miami (Ohio),USA,79.0,240.0,10,1610612750,1999,2008,1999,1,6
3880,Zan Tabak,1970-06-15,51,Olimpia Milino,Croatia,84.0,257.0,5,1610612761,1994,2000,1991,2,51
3881,Yuta Tabuse,1980-10-05,41,Brigham Young-Hawaii,USA,69.0,165.0,1,0,2004,2004,0,0,0
3882,Chris Taft,1985-03-10,37,Pittsburgh,USA,82.0,261.0,1,1610612744,2005,2005,2005,2,42
3883,Sid Tannenbaum,1925-10-08,96,New York University,USA,72.0,160.0,1,1610612752,1947,1948,0,0,0
3884,Dragan Tarlac,1973-05-09,49,Olympiacos,Serbia,83.0,270.0,0,1610612741,2000,2000,1995,2,31
3885,Roy Tarpley,1964-11-28,57,Michigan,USA,84.0,230.0,5,1610612742,1986,1994,1986,1,7
3886,Earl Tatum,1953-07-26,68,Marquette,USA,76.0,185.0,3,1610612747,1976,1979,1976,2,21
3887,Jayson Tatum,1998-03-03,24,Duke,USA,80.0,210.0,3,1610612738,2017,2020,2017,1,3
3888,Edy Tavares,1992-03-22,30,Gran Canaria,Cabo Verde,87.0,265.0,2,1610612737,2015,2016,2014,2,43
3889,Anthony Taylor,1965-11-30,56,Oregon,USA,76.0,175.0,0,1610612748,1988,1988,1988,2,44
3890,Brian Taylor,1951-06-09,70,Princeton,USA,74.0,185.0,5,1610612746,1976,1981,1972,2,23
3891,Donell Taylor,1982-07-26,39,Alabama-Birmingham,USA,77.0,193.0,2,1610612764,2005,2006,0,0,0
3892,Fred Taylor,1948-02-05,74,Texas-Pan American,USA,77.0,180.0,1,1610612756,1970,1971,1970,2,27
3893,Isaiah Taylor,1994-07-11,27,Texas,USA,75.0,170.0,2,1610612737,2016,2017,0,0,0
3894,Jay Taylor,1967-10-03,54,Eastern Illinois,USA,75.0,190.0,0,1610612751,1989,1989,0,0,0
3895,Jeff Taylor,1960-01-01,62,Texas Tech,USA,76.0,175.0,1,1610612745,1982,1986,1982,2,42
3896,Jeffery Taylor,1989-05-23,33,Vanderbilt,Sweden,78.07063365886896,211.14685155717208,2,0,2012,2016,2012,2,31
3897,Jermaine Taylor,1986-12-08,35,Central Florida,USA,76.0,210.0,1,0,2009,2010,2009,2,32
3898,Johnny Taylor,1974-06-04,47,Tennessee-Chattanooga,USA,81.0,220.0,2,1610612743,1997,1999,1997,1,17
3899,Leonard Taylor,1966-05-02,56,California,USA,80.0,220.0,0,1610612744,1989,1989,0,0,0
3900,Maurice Taylor,1976-10-30,45,Michigan,USA,81.0,265.0,8,0,1997,2006,1997,1,14
3901,Mike Taylor,1986-01-21,36,Iowa State,USA,74.0,165.0,1,1610612746,2008,2008,2008,2,55
3902,Roland Taylor,1946-03-13,76,La Salle,USA,72.0,175.0,0,1610612743,1976,1976,1969,12,167
3903,Tyshawn Taylor,1990-04-12,32,Kansas,USA,75.0,185.0,1,0,2012,2013,2012,2,41
3904,Vince Taylor,1960-09-11,61,Duke,USA,77.0,180.0,0,1610612752,1982,1982,1982,2,34
3905,Terry Teagle,1960-04-10,62,Baylor,USA,77.0,195.0,10,1610612744,1982,1992,1982,1,16
3906,Jeff Teague,1988-06-10,33,Wake Forest,USA,75.0,195.0,11,1610612738,2009,2020,2009,1,19
3907,Marquis Teague,1993-02-28,29,Kentucky,USA,74.0,189.0,2,1610612741,2012,2017,2012,1,29
3908,Mirza Teletovic,1985-09-17,36, ,Bosnia and Herzegovina,81.0,242.0,5,0,2012,2017,0,0,0
3909,Sebastian Telfair,1985-06-09,36,Abraham Lincoln HS (NY),USA,72.0,170.0,9,0,2004,2014,2004,1,13
3910,Garrett Temple,1986-05-08,36,Louisiana State,USA,77.0,195.0,10,1610612741,2009,2020,0,0,0
3911,Milos Teodosic,1987-03-19,35,CSKA Moscow,Serbia,77.0,196.0,1,0,2017,2018,0,0,0
3912,Ira Terrell,1954-06-19,67,Southern Methodist,USA,80.0,200.0,1,1610612756,1976,1978,1976,3,45
3913,Jared Terrell,1995-02-10,27,Rhode Island,USA,75.0,227.0,1,1610612750,2018,2018,0,0,0
3914,Carlos Terry,1956-06-22,65,Winston-Salem State,USA,76.0,210.0,2,1610612764,1980,1982,1978,5,104
3915,Chuck Terry,1950-09-27,71,Long Beach State,USA,78.0,215.0,2,1610612749,1972,1976,1972,2,29
3916,Claude Terry,1950-01-12,72,Stanford,USA,77.0,195.0,1,1610612737,1976,1977,1972,3,42
3917,Emanuel Terry,1996-08-21,25,Lincoln Memorial,USA,81.0,220.0,0,0,2018,2018,0,0,0
3918,Jason Terry,1977-09-15,44,Arizona,USA,74.0,185.0,18,1610612742,1999,2017,1999,1,10
3919,Hasheem Thabeet,1987-02-16,35,Connecticut,Tanzania,87.0,263.0,4,1610612763,2009,2013,2009,1,2
3921,Daniel Theis,1992-04-04,30,Brose Bamberg,Germany,80.0,245.0,3,1610612738,2017,2020,0,0,0
3922,Reggie Theus,1957-10-13,64,UNLV,USA,78.0,190.0,12,1610612741,1978,1990,1978,1,9
3923,Peter Thibeaux,1961-10-03,60,St. Mary's (CA),USA,79.0,210.0,1,1610612744,1984,1985,1983,4,77
3925,Justus Thigpen,1947-08-13,74,Weber State,USA,73.0,160.0,1,1610612765,1972,1973,1969,11,147
3926,David Thirdkill,1960-04-12,62,Bradley,USA,79.0,195.0,4,1610612738,1982,1986,1982,1,15
3927,Adonis Thomas,1993-03-25,29,Memphis,USA,79.0,240.0,1,1610612753,2013,2013,0,0,0
3928,Billy Thomas,1975-12-23,46,Kansas,USA,77.0,220.0,3,1610612751,2004,2007,0,0,0
3929,Carl Thomas,1969-10-03,52,Eastern Michigan,USA,76.0,195.0,2,1610612739,1991,1997,0,0,0
3930,Charles Thomas,1969-10-03,52,Eastern Michigan,USA,75.0,175.0,0,1610612765,1991,1991,0,0,0
3931,Etan Thomas,1978-04-01,44,Syracuse,USA,82.0,260.0,9,1610612764,2001,2010,2000,1,12
3932,Irving Thomas,1966-01-02,56,Florida State,USA,80.0,225.0,0,1610612747,1990,1990,0,0,0
3933,Isaiah Thomas,1989-02-07,33,Washington,USA,69.0,185.0,8,0,2011,2019,2011,2,60
3934,Isiah Thomas,1961-04-30,61,Indiana,USA,73.0,180.0,12,1610612765,1981,1993,1981,1,2
3935,Jamel Thomas,1976-07-19,45,Providence,USA,78.0,219.0,1,1610612751,1999,2000,0,0,0
3936,James Thomas,1980-11-22,41,Texas,USA,81.0,245.0,1,0,2004,2005,0,0,0
3937,Jim Thomas,1960-10-19,61,Indiana,USA,75.0,190.0,3,1610612754,1983,1990,1983,2,40
3938,Joe Thomas,1948-06-27,73,Marquette,USA,78.0,205.0,0,1610612756,1970,1970,1970,6,95
3939,John Thomas,1975-09-08,46,Minnesota,USA,81.0,265.0,5,1610612761,1997,2005,1997,1,25
3940,Kenny Thomas,1977-07-25,44,New Mexico,USA,79.0,245.0,11,0,1999,2009,1999,1,22
3941,Khyri Thomas,1996-05-08,26,Creighton,USA,75.0,210.0,2,1610612765,2018,2019,2018,2,38
3942,Kurt Thomas,1972-10-04,49,TCU,USA,81.0,240.0,17,0,1995,2012,1995,1,10
3943,Lance Thomas,1988-04-24,34,Duke,USA,80.0,225.0,9,1610612751,2011,2019,0,0,0
3944,Malcolm Thomas,1988-11-08,33,San Diego State,USA,81.0,225.0,3,0,2011,2014,0,0,0
3945,Matt Thomas,1994-08-04,27,Iowa State,USA,76.0,190.0,1,1610612761,2019,2020,0,0,0
3946,Terry Thomas,1953-08-20,68,Detroit,USA,80.0,220.0,0,1610612765,1975,1975,1975,9,151
3947,Tim Thomas,1977-02-26,45,Villanova,USA,82.0,240.0,13,1610612749,1997,2009,1997,1,7
3948,Tyrus Thomas,1986-08-17,35,Louisiana State,USA,82.0,225.0,7,0,2006,2014,2006,1,4
3949,Trey Thompkins,1990-05-29,32,Georgia,USA,82.0,245.0,1,1610612746,2011,2011,2011,2,37
3950,Bernard Thompson,1962-08-30,59,Fresno State,USA,78.0,210.0,4,1610612756,1984,1988,1984,1,19
3951,Billy Thompson,1963-12-01,58,Louisville,USA,79.0,195.0,5,1610612748,1986,1991,1986,1,19
3952,Brooks Thompson,1970-07-19,51,Oklahoma State,USA,76.0,193.0,3,0,1994,1997,1994,1,27
3953,Corny Thompson,1960-02-05,62,Connecticut,USA,80.0,225.0,0,1610612742,1982,1982,1982,3,50
3954,David Thompson,1954-07-13,67,North Carolina State,USA,76.0,195.0,7,1610612743,1976,1983,1975,1,1
3955,Dijon Thompson,1983-03-23,39,UCLA,USA,80.0,200.0,1,0,2005,2006,2005,2,54
3956,George Thompson,1947-11-29,74,Marquette,USA,74.0,200.0,0,1610612749,1974,1974,1969,5,66
3957,Hollis Thompson,1991-04-03,31,Georgetown,USA,80.0,206.0,4,0,2013,2016,0,0,0
3958,Jason Thompson,1986-07-21,35,Rider University,USA,83.0,250.0,8,1610612758,2008,2015,2008,1,12
3959,John Thompson,1941-09-02,80,Providence,USA,82.0,225.0,1,1610612738,1964,1965,1964,3,25
3960,Kevin Thompson,1971-02-07,51,North Carolina State,USA,83.0,260.0,0,1610612757,1993,1993,1993,2,48
3961,Klay Thompson,1990-02-08,32,Washington State,USA,78.0,215.0,8,1610612744,2011,2020,2011,1,11
3962,LaSalle Thompson,1961-06-23,60,Texas,USA,82.0,245.0,14,0,1982,1996,1982,1,5
3963,Mychal Thompson,1955-01-30,67,Minnesota,USA,82.0,226.0,11,1610612757,1978,1990,1978,1,1
3964,Mychel Thompson,1988-06-01,33,Pepperdine,USA,78.0,211.0,1,0,2011,2011,0,0,0
3965,Paul Thompson,1961-05-25,61,Tulane,USA,78.0,210.0,2,1610612739,1983,1985,1983,3,50
3966,Stephen Thompson,1968-12-02,53,Syracuse,USA,76.0,185.0,0,1610612758,1991,1991,0,0,0
3967,Tristan Thompson,1991-03-13,31,Texas,Canada,81.0,254.0,9,1610612738,2011,2020,2011,1,4
3968,Rod Thorn,1941-05-23,81,West Virginia,USA,76.0,195.0,7,1610612760,1963,1970,1963,1,2
3969,Al Thornton,1983-12-07,38,Florida State,USA,80.0,235.0,4,1610612746,2007,2010,2007,1,14
3970,Bob Thornton,1962-07-10,59,California-Irvine,USA,82.0,225.0,7,1610612755,1985,1995,1984,4,87
3971,Marcus Thornton,1987-06-05,34,Louisiana State,USA,76.0,205.0,7,0,2009,2016,2009,2,43
3972,Sindarius Thornwell,1994-11-15,27,South Carolina,USA,76.0,215.0,3,0,2017,2020,2017,2,48
3973,Otis Thorpe,1962-08-05,59,Providence,USA,82.0,248.0,16,1610612745,1984,2000,1984,1,9
3974,Sedale Threatt,1961-09-10,60,West Virginia Tech,USA,74.0,185.0,13,1610612747,1983,1996,1983,6,139
3975,Nate Thurmond,1941-07-25,80,Bowling Green,USA,83.0,225.0,13,1610612744,1963,1976,1963,1,3
3976,Mel Thurston,1919-01-16,103,Canisius,USA,72.0,175.0,0,1610610032,1947,1947,0,0,0
3977,Matisse Thybulle,1997-03-04,25,Washington,USA,77.0,201.0,1,1610612755,2019,2020,2019,1,20
3978,Howard Tidrick,1915-06-14,106,Washington & Jefferson,USA,73.0,190.0,0,1610610024,1948,1948,0,0,0
3979,Dan Tieman,1940-11-30,81,Thomas More,USA,72.0,185.0,0,1610612758,1962,1962,0,0,0
3980,Darren Tillis,1960-02-23,62,Cleveland State,USA,83.0,215.0,1,1610612744,1982,1983,1982,1,23
3982,Jamaal Tinsley,1978-02-28,44,Iowa State,USA,75.0,188.0,10,0,2001,2013,2001,1,27
3983,Wayman Tisdale,1964-06-09,57,Oklahoma,USA,81.0,260.0,11,1610612758,1985,1996,1985,1,2
3984,Mike Tobey,1994-10-10,27,Virginia,USA,84.0,260.0,0,0,2016,2016,0,0,0
3985,Marko Todorovich,1923-06-11,98,Wyoming,USA,77.0,220.0,1,1610612737,1949,1950,0,0,0
3986,Ray Tolbert,1958-09-10,63,Indiana,USA,81.0,225.0,4,1610612760,1981,1988,1981,1,18
3987,Tom Tolbert,1965-10-16,56,Arizona,USA,79.0,235.0,6,1610612744,1988,1994,1988,2,34
3988,Anthony Tolliver,1985-06-01,36,Creighton,USA,80.0,240.0,12,1610612763,2008,2019,0,0,0
3989,Dean Tolson,1951-11-25,70,Arkansas,USA,80.0,190.0,2,1610612760,1974,1977,1974,5,80
3990,Rudy Tomjanovich,1948-11-24,73,Michigan,USA,80.0,218.0,10,1610612745,1970,1980,1970,1,2
3991,Andrew Toney,1957-11-23,64,Louisiana-Lafayette,USA,75.0,178.0,7,1610612755,1980,1987,1980,1,8
3992,Sedric Toney,1962-04-13,60,Dayton,USA,74.0,178.0,4,1610612737,1985,1993,1985,3,59
3993,Andy Tonkovich,1922-11-01,99,Marshall,USA,73.0,185.0,0,1610610032,1948,1948,1948,1,1
3994,Andy Toolson,1966-01-19,56,Brigham Young,USA,78.0,210.0,1,1610612762,1990,1995,0,0,0
3995,Jack Toomay,1922-08-09,99,Pacific,USA,78.0,215.0,2,1610610027,1947,1949,0,0,0
3996,Bernard Toone,1956-07-14,65,Marquette,USA,81.0,210.0,0,1610612755,1979,1979,1979,2,37
3997,Irv Torgoff,1917-03-06,105,Long Island-Brooklyn,USA,73.0,192.0,2,1610610036,1946,1948,0,0,0
3998,Gene Tormohlen,1937-05-12,85,Tennessee,USA,80.0,230.0,5,1610612737,1962,1969,1959,2,11
3999,Oscar Torres,1976-12-18,45,Trotamundos,Venezuela,78.0,210.0,1,1610612745,2001,2002,0,0,0
4000,Bill Tosheff,1926-06-02,95,Indiana,USA,73.0,175.0,2,1610610030,1951,1953,1951,4,32
4001,Bob Tough,1920-08-28,101,St. John's,USA,72.0,185.0,1,1610612765,1948,1949,0,0,0
