PLAYER_NAME,BIRTHDATE,AGE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,FIRST_SEASON,LAST_SEASON,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
Alvin Scott,1955-09-14,66,Oral Roberts,USA,79.0,185.0,7,1977,1984,1977,7,136
Brent Scott,1971-06-15,50,Rice,USA,82.0,250.0,0,1996,1996,0,0,0
Byron Scott,1961-03-28,61,Arizona State,USA,76.0,205.0,13,1983,1996,1983,1,4
Charlie Scott,1948-12-15,73,North Carolina,USA,77.0,175.0,8,1971,1979,1970,7,106
Dennis Scott,1968-09-05,53,Georgia Tech,USA,80.0,229.0,9,1990,1999,1990,1,4
James Scott,1972-06-03,49,St. John's,USA,78.0,180.0,0,1996,1996,0,0,0
Mike Scott,1988-07-16,33,Virginia,USA,79.0,237.0,8,2012,2020,2012,2,43
Ray Scott,1938-07-12,83,Portland,USA,81.0,215.0,8,1961,1969,1961,1,4
Shawnelle Scott,1972-06-16,49,St. John's,USA,78.07063365886896,211.14685155717208,3,1996,2001,1994,2,43
Carey Scurry,1962-12-04,59,Long Island-Brooklyn,USA,79.0,188.0,2,1985,1987,1985,2,37
Bruce Seals,1953-06-18,68,Xavier of Louisiana,USA,80.0,210.0,2,1975,1977,1975,2,21
Shea Seals,1975-08-26,46,Tulsa,USA,77.0,210.0,0,1997,1997,0,0,0
Malik Sealy,1970-02-01,52,St. John's,USA,80.0,200.0,7,1992,1999,1992,1,14
Ed Searcy,1952-04-17,70,St. John's,USA,78.0,210.0,0,1975,1975,1974,5,82
Ken Sears,1933-08-17,88,Santa Clara,USA,81.0,198.0,7,1955,1963,1955,1,4
Wayne See,1923-11-03,98,Northern Arizona,USA,75.0,190.0,0,1949,1949,0,0,0
Thabo Sefolosha,1984-05-02,38, ,Switzerland,78.0,215.0,14,2006,2019,2006,1,13
Rony Seikaly,1965-05-10,57,Syracuse,USA,83.0,253.0,10,1988,1998,1988,1,9
Glen Selbo,1926-03-29,96,Wisconsin,USA,75.0,196.0,0,1949,1949,1947,1,2
Josh Selby,1991-03-27,31,Kansas,USA,74.0,183.0,1,2011,2012,2011,2,49
Wayne Selden,1994-09-30,27,Kansas,USA,77.0,230.0,3,2016,2018,0,0,0
Brad Sellers,1962-12-17,59,Ohio State,USA,84.0,210.0,5,1986,1992,1986,1,9
Phil Sellers,1953-11-20,68,Rutgers,USA,76.0,195.0,0,1976,1976,1976,3,38
Rollie Seltz,1924-01-25,98,Hamline,USA,70.0,165.0,0,1949,1949,0,0,0
Frank Selvy,1932-11-09,89,Furman,USA,74.0,180.0,8,1954,1963,1954,1,1
Jim Seminoff,1922-09-01,99,Southern California,USA,74.0,190.0,3,1946,1949,0,0,0
Mouhamed Sene,1986-05-12,36,Verviers-Pepinster,Senegal,83.0,230.0,3,2006,2008,2006,1,10
George Senesky,1922-04-04,100,St. Joseph's (PA),USA,74.0,179.0,7,1946,1953,0,0,0
Kevin Seraphin,1989-12-07,32,Cholet,France,82.0,278.0,7,2010,2016,2010,1,17
Ansu Sesay,1976-07-29,45,Mississippi,USA,81.0,225.0,3,2001,2004,1998,2,30
Ramon Sessions,1986-04-11,36,Nevada-Reno,USA,75.0,190.0,11,2007,2017,2007,2,56
Tom Sewell,1962-03-11,60,Lamar,USA,77.0,185.0,0,1984,1984,1984,1,22
Collin Sexton,1999-01-04,23,Alabama,USA,73.0,190.0,2,2018,2020,2018,1,8
Paul Seymour,1928-01-30,94,Toledo,USA,73.0,180.0,11,1947,1959,0,0,0
Nick Shaback,1918-09-10,103,James Monroe HS (NY),USA,71.0,180.0,0,1946,1946,0,0,0
Charles Shackleford,1966-04-22,56,North Carolina State,USA,83.0,245.0,5,1988,1998,1988,2,32
Carl Shaeffer,1924-10-25,97,Alabama,USA,75.0,185.0,1,1949,1950,0,0,0
Lee Shaffer,1939-02-23,83,North Carolina,USA,79.0,220.0,2,1961,1963,1960,1,5
Mustafa Shakur,1984-08-18,37,Arizona,USA,75.0,190.0,2,2009,2013,0,0,0
Landry Shamet,1997-03-13,25,Wichita State,USA,76.0,190.0,2,2018,2020,2018,1,26
God Shammgod,1976-04-29,46,Providence,USA,72.0,169.0,0,1997,1997,1997,2,45
Earl Shannon,1921-11-23,100,Rhode Island,USA,71.0,170.0,2,1946,1948,0,0,0
Howie Shannon,1923-06-10,98,Kansas State,USA,74.0,175.0,1,1948,1949,1949,1,1
Charlie Share,1927-03-14,95,Bowling Green,USA,83.0,235.0,8,1951,1959,1950,1,1
Walter Sharpe,1986-07-18,35,Alabama-Birmingham,USA,81.0,245.0,1,2008,2008,2008,2,32
John Shasky,1964-07-31,57,Minnesota,USA,83.0,235.0,2,1988,1990,1986,3,61
Ron Shavlik,1933-12-04,88,North Carolina State,USA,80.0,200.0,1,1956,1957,1956,1,4
Brian Shaw,1966-03-22,56,California-Santa Barbara,USA,78.0,200.0,14,1988,2002,1988,1,24
Casey Shaw,1975-07-20,46,Toledo,USA,83.0,255.0,1,1998,2002,1998,2,37
Marial Shayok,1995-07-26,26,Iowa State,Canada,77.0,198.0,1,2019,2019,2019,2,54
Bob Shea,1924-09-11,97,Rhode Island,USA,74.0,194.0,0,1946,1946,0,0,0
Fred Sheffield,1923-11-05,98,Utah,USA,74.0,165.0,0,1946,1946,0,0,0
Craig Shelton,1957-05-01,65,Georgetown,USA,79.0,210.0,1,1980,1981,1980,2,28
Lonnie Shelton,1955-10-19,66,Oregon State,USA,80.0,240.0,9,1976,1985,1976,2,25
Tornike Shengelia,1991-10-05,30,Spirou Charleroi,Georgia,81.0,220.0,1,2012,2013,2012,2,54
Jeff Sheppard,1974-12-29,47,Kentucky,USA,75.0,190.0,0,1998,1998,0,0,0
Steve Sheppard,1954-03-21,68,Maryland,USA,78.0,215.0,1,1977,1978,1977,2,30
Edmund Sherod,1959-09-13,62,Virginia Commonwealth,USA,74.0,170.0,0,1982,1982,1981,4,72
Charlie Shipp,1913-12-03,108,Catholic,USA,73.0,200.0,0,1949,1949,0,0,0
Paul Shirley,1977-12-23,44,Iowa State,USA,82.0,230.0,3,2002,2004,0,0,0
Gene Short,1953-08-07,68,Jackson State,USA,78.0,200.0,0,1975,1975,1975,1,9
Purvis Short,1957-07-02,64,Jackson State,USA,79.0,210.0,11,1978,1989,1978,1,5
Dexter Shouse,1963-03-24,59,South Alabama,USA,74.0,200.0,0,1989,1989,1985,4,92
Gene Shue,1931-12-18,90,Maryland,USA,74.0,170.0,9,1954,1963,1954,1,3
John Shumate,1952-04-06,70,Notre Dame,USA,81.0,235.0,4,1975,1980,1974,1,4
Iman Shumpert,1990-06-26,31,Georgia Tech,USA,77.0,212.0,9,2011,2020,2011,1,17
Alexey Shved,1988-12-16,33,CSKA Moscow,Russia,78.0,187.0,2,2012,2014,0,0,0
Pascal Siakam,1994-04-02,28,New Mexico State,Cameroon,81.0,230.0,4,2016,2020,2016,1,27
Jordan Sibert,1992-08-01,29,University of Dayton,USA,76.0,187.0,1,2018,2018,0,0,0
Sam Sibert,1949-02-11,73,Kentucky State,USA,79.0,215.0,0,1972,1972,1972,2,19
Mark Sibley,1950-11-13,71,Northwestern,USA,74.0,175.0,0,1973,1973,1973,4,64
Jerry Sichting,1956-11-29,65,Purdue,USA,73.0,168.0,9,1980,1989,1979,4,82
Larry Siegfried,1939-05-22,83,Ohio State,USA,75.0,190.0,8,1963,1971,1961,1,3
Ralph Siewert,1923-12-31,98,Dakota Wesleyan,USA,85.0,230.0,0,1946,1946,0,0,0
Jack Sikma,1955-11-14,66,Illinois Wesleyan,USA,83.0,230.0,13,1977,1990,1977,1,8
James Silas,1949-02-11,73,Stephen F. Austin,USA,73.0,180.0,5,1976,1981,1972,5,70
Paul Silas,1943-07-12,78,Creighton,USA,79.0,220.0,15,1964,1979,1964,2,10
Garret Siler,1986-10-25,35,Augusta State,USA,83.0,305.0,1,2010,2010,0,0,0
Mike Silliman,1944-05-04,78,Army,USA,78.0,225.0,0,1970,1970,1966,8,69
Chris Silva,1996-09-19,25,South Carolina,Gabon,80.0,234.0,1,2019,2020,0,0,0
Wayne Simien,1983-03-09,39,Kansas,USA,81.0,250.0,2,2005,2006,2005,1,29
Ben Simmons,1996-07-20,25,Louisiana State,Australia,83.0,240.0,3,2016,2020,2016,1,1
Bobby Simmons,1980-06-02,41,DePaul,USA,78.0,235.0,10,2001,2011,2001,2,41
Cedric Simmons,1986-01-03,36,North Carolina State,USA,81.0,235.0,3,2006,2008,2006,1,15
Connie Simmons,1925-03-15,97,Flushing HS (NY),USA,80.0,222.0,9,1946,1955,0,0,0
Johnny Simmons,1924-07-07,97,New York University,USA,73.0,184.0,0,1946,1946,0,0,0
Jonathon Simmons,1989-09-14,32,Houston,USA,78.0,195.0,4,2015,2018,0,0,0
Kobi Simmons,1997-07-04,24,Arizona,USA,77.0,180.0,2,2017,2019,0,0,0
Lionel Simmons,1968-11-14,53,La Salle,USA,79.0,210.0,6,1990,1996,1990,1,7
Miles Simon,1975-11-21,46,Arizona,USA,75.0,202.0,1,1998,2002,1998,2,42
Anfernee Simons,1999-06-08,22,Edgewater HS (FL),USA,75.0,181.0,2,2018,2020,2018,1,24
Dickey Simpkins,1972-04-06,50,Providence,USA,78.07063365886896,211.14685155717208,6,1994,2001,1994,1,21
Diamon Simpson,1987-09-08,34,St. Mary's (CA),USA,79.0,230.0,1,2011,2011,0,0,0
Ralph Simpson,1949-08-10,72,Michigan State,USA,77.0,200.0,3,1976,1979,1972,1,11
Alvin Sims,1974-10-18,47,Louisville,USA,76.0,235.0,0,1998,1998,0,0,0
Bob Sims,1938-10-09,83,Pepperdine,USA,77.0,220.0,0,1961,1961,1960,7,54
Courtney Sims,1983-10-21,38,Michigan,USA,83.0,245.0,2,2007,2008,0,0,0
Doug Sims,1943-06-29,78,Kent State,USA,79.0,195.0,0,1968,1968,0,0,0
Henry Sims,1990-03-27,32,Georgetown,USA,82.0,248.0,4,2012,2015,0,0,0
Scott Sims,1955-04-18,67,Missouri,USA,73.0,170.0,0,1977,1977,1977,5,103
Kyle Singler,1988-05-04,34,Duke,USA,80.0,228.0,5,2012,2017,2011,2,33
Sean Singletary,1985-09-06,36,Virginia,USA,72.0,185.0,1,2008,2008,2008,2,42
Chris Singleton,1989-11-21,32,Florida State,USA,81.0,228.0,2,2011,2013,2011,1,18
James Singleton,1981-07-20,40,Murray State,USA,80.0,230.0,5,2005,2011,0,0,0
Mckinley Singleton,1961-10-29,60,Alabama-Birmingham,USA,77.0,175.0,0,1986,1986,1984,6,120
Zeke Sinicola,1929-01-25,93,Niagara,USA,70.0,165.0,1,1951,1953,1951,1,4
Charlie Sitton,1962-07-03,59,Oregon State,USA,80.0,210.0,0,1984,1984,1984,2,38
Peyton Siva,1990-10-24,31,Louisville,USA,72.0,185.0,0,2013,2013,2013,2,56
Scott Skiles,1964-03-05,58,Michigan State,USA,73.0,180.0,9,1986,1995,1986,1,22
Al Skinner,1952-06-16,69,Massachusetts,USA,75.0,190.0,3,1976,1979,1974,9,160
Brian Skinner,1976-05-19,46,Baylor,USA,81.0,255.0,13,1998,2011,1998,1,22
Talvin Skinner,1952-09-10,69,Maryland-Eastern Shore,USA,77.0,195.0,1,1974,1975,1974,3,44
Jeff Slade,1941-03-01,81,Kenyon,USA,78.0,220.0,0,1962,1962,1962,11,85
Reggie Slater,1970-08-27,51,Wyoming,USA,79.0,255.0,8,1994,2002,0,0,0
Jim Slaughter,1928-05-13,94,South Carolina,USA,83.0,210.0,0,1951,1951,1951,4,31
Jose Slaughter,1960-09-09,61,Portland,USA,77.0,205.0,0,1982,1982,1982,2,43
Tamar Slay,1980-04-02,42,Marshall,USA,80.0,220.0,3,2002,2004,2002,2,53
Donald Sloan,1988-01-15,34,Texas A&M,USA,75.0,205.0,5,2011,2015,0,0,0
Jerry Sloan,1942-03-28,80,Evansville,USA,77.0,195.0,10,1965,1975,1965,1,4
Uros Slokar,1983-05-14,39,Benetton Treviso,Slovenia,82.0,238.0,1,2006,2006,2005,2,58
Tom Sluby,1962-02-18,60,Notre Dame,USA,76.0,200.0,0,1984,1984,1984,2,41
Alen Smailagic,2000-08-18,21,Beko,Serbia,82.0,215.0,1,2019,2020,2019,2,39
Keith Smart,1964-09-21,57,Indiana,USA,73.0,175.0,0,1988,1988,1988,2,41
Marcus Smart,1994-03-06,28,Oklahoma State,USA,75.0,220.0,6,2014,2020,2014,1,6
Belus Smawley,1918-03-20,104,Appalachian State,USA,73.0,195.0,5,1946,1951,0,0,0
Jack Smiley,1922-12-22,99,Illinois,USA,75.0,190.0,1,1948,1949,0,0,0
Adrian Smith,1936-10-05,85,Kentucky,USA,73.0,180.0,9,1961,1970,1958,15,85
Bill Smith,1949-02-14,73,Syracuse,USA,84.0,220.0,1,1971,1972,1971,3,42
Bill Smith,1939-04-26,83,St. Peter's,USA,77.0,190.0,0,1961,1961,1961,5,42
Bingo Smith,1946-02-26,76,Tulsa,USA,77.0,195.0,10,1969,1979,1969,1,6
Bobby Smith,1937-08-20,84,West Virginia,USA,76.0,190.0,1,1959,1961,1959,3,18
Charles Smith,1965-07-16,56,Pittsburgh,USA,82.0,244.0,8,1988,1996,1988,1,3
Charles Smith,1975-08-22,46,New Mexico,USA,76.0,200.0,4,1997,2005,1997,1,26
Charles Smith,1967-11-29,54,Georgetown,USA,73.0,160.0,2,1989,1995,0,0,0
Chris Smith,1970-05-17,52,Connecticut,USA,75.0,190.0,2,1992,1994,1992,2,34
Chris Smith,1987-10-13,34,Louisville,USA,74.0,200.0,0,2013,2013,0,0,0
Clinton Smith,1964-01-19,58,Cleveland State,USA,78.0,210.0,1,1986,1990,1986,5,97
Craig Smith,1983-11-10,38,Boston College,USA,79.0,265.0,5,2006,2011,2006,2,36
Deb Smith,1920-01-07,102,Utah,USA,75.0,180.0,0,1946,1946,0,0,0
Derek Smith,1961-11-01,60,Louisville,USA,78.0,205.0,8,1982,1990,1982,2,35
Don Smith,1951-10-10,70,Dayton,USA,72.0,160.0,0,1974,1974,1974,2,19
Donta Smith,1983-11-27,38,Southeastern Illinois,USA,79.0,215.0,1,2004,2005,2004,2,34
Doug Smith,1969-09-17,52,Missouri,USA,82.0,220.0,4,1991,1995,1991,1,6
Ed Smith,1929-07-05,92,Harvard,USA,78.0,180.0,0,1953,1953,1951,1,6
Elmore Smith,1949-05-09,73,Kentucky State,USA,85.0,250.0,7,1971,1978,1971,1,3
Garfield Smith,1945-11-18,76,Eastern Kentucky,USA,81.0,235.0,1,1970,1971,1968,3,32
Greg Smith,1947-01-28,75,Western Kentucky,USA,77.0,195.0,7,1968,1975,1968,4,50
Greg Smith,1991-01-08,31,Fresno State,USA,82.0,250.0,5,2011,2015,0,0,0
Ish Smith,1988-07-05,33,Wake Forest,USA,72.0,175.0,10,2010,2020,0,0,0
JR Smith,1985-09-09,36,No College,USA,78.0,220.0,16,2004,2019,2004,1,18
Jabari Smith,1977-02-12,45,Louisiana State,USA,83.0,250.0,4,2000,2004,2000,2,45
Jason Smith,1986-03-02,36,Colorado State,USA,84.0,240.0,10,2007,2018,2007,1,20
Jerry Smith,1987-09-26,34,Louisville,USA,74.0,190.0,0,2011,2011,1963,2,12
Jim Smith,1958-04-12,64,Ohio State,USA,81.0,225.0,1,1981,1982,1981,3,54
Joe Smith,1975-07-26,46,Maryland,USA,82.0,225.0,16,1995,2010,1995,1,1
Josh Smith,1985-12-05,36,Oak Hill Academy (VA),USA,81.0,225.0,12,2004,2017,2004,1,17
Keith Smith,1964-03-09,58,Loyola-Marymount,USA,75.0,180.0,0,1986,1986,1986,2,45
Kenny Smith,1965-03-08,57,North Carolina,USA,75.0,170.0,9,1987,1996,1987,1,6
Labradford Smith,1969-04-03,53,Louisville,USA,75.0,200.0,2,1991,1993,1991,1,19
Larry Smith,1958-01-18,64,Alcorn State,USA,80.0,215.0,12,1980,1992,1980,2,24
Leon Smith,1980-11-02,41,Martin Luther King HS (IL),USA,82.0,235.0,2,2001,2003,1999,1,29
Michael Smith,1972-03-28,50,Providence,USA,80.0,240.0,7,1994,2000,1994,2,35
Michael Smith,1965-05-19,57,Brigham Young,USA,82.0,225.0,2,1989,1994,1989,1,13
Mike Smith,1976-04-15,46,Louisiana-Monroe,USA,80.0,195.0,1,2000,2000,2000,2,35
Nolan Smith,1988-07-25,33,Duke,USA,74.0,185.0,2,2011,2012,2011,1,21
Otis Smith,1964-01-30,58,Jacksonville,USA,77.0,210.0,5,1986,1991,1986,2,41
Phil Smith,1952-04-22,70,San Francisco,USA,76.0,185.0,8,1974,1982,1974,2,29
Randy Smith,1948-12-12,73,Buffalo State,USA,75.0,180.0,11,1971,1982,1971,7,104
Reggie Smith,1970-08-21,51,TCU,USA,82.0,240.0,1,1992,1993,1992,2,31
Robert Smith,1955-03-10,67,UNLV,USA,71.0,165.0,6,1977,1984,1977,3,65
Russ Smith,1991-04-19,31,Louisville,USA,72.0,165.0,1,2014,2015,2014,2,47
Sammy Smith,1955-01-08,67,UNLV,USA,76.0,200.0,1,1978,1979,1977,3,48
Steven Smith,1969-03-31,53,Michigan State,USA,80.0,221.0,14,1991,2004,1991,1,5
Steven Smith,1983-04-12,39,La Salle,USA,81.0,250.0,1,2006,2006,0,0,0
Stevin Smith,1972-01-24,50,Arizona State,USA,74.0,208.0,0,1996,1996,0,0,0
Theron Smith,1980-10-03,41,Ball State,USA,80.0,225.0,2,2003,2004,0,0,0
Tony Smith,1968-06-14,53,Marquette,USA,78.07063365886896,211.14685155717208,8,1990,2000,1990,2,51
Willie Smith,1953-10-26,68,Missouri,USA,74.0,170.0,3,1976,1979,1976,2,18
Zhaire Smith,1999-06-04,22,Texas Tech,USA,75.0,205.0,2,2018,2019,2018,1,16
Dennis Smith Jr.,1997-11-25,24,North Carolina State,USA,74.0,205.0,3,2017,2020,2017,1,9
Rik Smits,1966-08-23,55,Marist,USA,88.0,265.0,11,1988,1999,1988,1,2
Mike Smrek,1962-08-31,59,Canisius,USA,84.0,250.0,6,1985,1991,1985,2,25
Tony Snell,1991-11-10,30,New Mexico,USA,78.0,213.0,7,2013,2020,2013,1,20
Eric Snow,1973-04-24,49,Michigan State,USA,75.0,205.0,13,1995,2007,1995,2,43
Dick Snyder,1944-02-01,78,Davidson,USA,77.0,207.0,12,1966,1978,1966,2,14
Kirk Snyder,1983-06-05,38,Nevada-Reno,USA,78.0,225.0,4,2004,2007,2004,1,16
George Sobek,1920-02-10,102,Notre Dame,USA,72.0,180.0,0,1949,1949,0,0,0
Ricky Sobers,1953-01-15,69,UNLV,USA,75.0,198.0,10,1975,1985,1975,1,16
Ron Sobie,1934-09-21,87,DePaul,USA,75.0,185.0,3,1956,1959,1956,1,6
Mike Sojourner,1953-10-16,68,Utah,USA,81.0,225.0,2,1974,1976,1974,1,10
Will Solomon,1978-07-20,43,Clemson,USA,73.0,185.0,1,2001,2008,2001,2,32
Willie Somerset,1942-03-17,80,Duquesne,USA,68.0,170.0,0,1965,1965,1965,7,56
Darius Songaila,1978-02-14,44,Wake Forest,Lithuania,81.0,248.0,8,2003,2010,2002,2,49
Dave Sorenson,1948-07-08,73,Ohio State,USA,80.0,225.0,2,1970,1972,1970,2,26
James Southerland,1990-04-28,32,Syracuse,USA,80.0,215.0,0,2013,2013,0,0,0
Gino Sovran,1924-12-17,97,Detroit,USA,74.0,175.0,0,1946,1946,0,0,0
Pape Sow,1981-11-22,40,California State-Fullerton,Senegal,82.0,250.0,3,2004,2006,2004,2,47
Ray Spalding,1997-03-11,25,Louisville,USA,81.0,225.0,1,2018,2020,2018,2,56
Jim Spanarkel,1957-06-28,64,Duke,USA,77.0,190.0,4,1979,1983,1979,1,16
Vassilis Spanoulis,1982-08-02,39,Panathinaikos,Greece,76.0,195.0,0,2006,2006,2004,2,50
Guy Sparrow,1932-11-02,89,Detroit,USA,78.0,218.0,2,1957,1959,1955,3,19
Rory Sparrow,1958-06-12,63,Villanova,USA,74.0,175.0,11,1980,1991,1980,4,75
Art Spector,1920-10-17,101,Villanova,USA,76.0,200.0,3,1946,1949,0,0,0
Marreese Speights,1987-08-04,34,Florida,USA,82.0,255.0,10,2008,2017,2008,1,16
Omari Spellman,1997-07-21,24,Villanova,USA,80.0,245.0,2,2018,2019,2018,1,30
Andre Spencer,1964-07-20,57,Northern Arizona,USA,78.0,210.0,1,1992,1993,0,0,0
Elmore Spencer,1969-12-06,52,UNLV,USA,84.0,270.0,4,1992,1996,1992,1,25
Felton Spencer,1968-01-05,54,Louisville,USA,84.0,290.0,11,1990,2001,1990,1,6
Lou Spicer,1922-11-12,99,Syracuse,USA,74.0,195.0,0,1946,1946,0,0,0
Craig Spitzer,1945-12-18,76,Tulane,USA,84.0,225.0,0,1967,1967,0,0,0
Tiago Splitter,1985-01-01,37,Baskonia,Brazil,83.0,245.0,7,2010,2016,2007,1,28
Art Spoelstra,1932-09-11,89,Western Kentucky,USA,81.0,220.0,3,1954,1957,1954,4,34
Latrell Sprewell,1970-09-08,51,Alabama,USA,77.0,195.0,13,1992,2004,1992,1,24
Larry Spriggs,1959-09-08,62,Howard,USA,79.0,230.0,4,1981,1985,1981,4,81
Jim Spruill,1923-02-26,99,Rice,USA,74.0,225.0,0,1948,1948,0,0,0
Ryan Stack,1975-07-24,46,South Carolina,USA,83.0,215.0,1,1998,1999,1998,2,48
Jerry Stackhouse,1974-11-05,47,North Carolina,USA,78.0,218.0,18,1995,2012,1995,1,3
Kevin Stacom,1951-09-04,70,Providence,USA,75.0,185.0,5,1974,1981,1974,2,35
Dave Stallworth,1941-12-20,80,Wichita State,USA,79.0,200.0,7,1965,1974,1965,1,3
Isaac Stallworth,1950-01-18,72,Kansas,USA,77.0,190.0,4,1972,1976,1972,1,7
Ed Stanczak,1921-08-15,100,Central HS (IN),USA,73.0,185.0,1,1949,1950,0,0,0
Terence Stansbury,1961-02-27,61,Temple,USA,77.0,170.0,2,1984,1986,1984,1,15
John Starks,1965-08-10,56,Oklahoma State,USA,77.0,190.0,12,1988,2001,0,0,0
Keith Starr,1954-03-14,68,Pittsburgh,USA,78.0,190.0,0,1976,1976,1976,4,52
Nik Stauskas,1993-10-07,28,Michigan,Canada,78.0,205.0,5,2014,2018,2014,1,8
Larry Staverman,1936-10-11,85,Thomas More,USA,79.0,205.0,4,1958,1963,1958,9,64
Larry Steele,1949-05-05,73,Kentucky,USA,77.0,180.0,8,1971,1979,1971,3,37
Matt Steigenga,1970-03-27,52,Michigan State,USA,79.0,225.0,0,1996,1996,1992,2,52
Vladimir Stepania,1976-05-08,46,Union Olimpija,Georgia,85.0,255.0,6,1998,2003,1998,1,27
DJ Stephens,1990-12-19,31,Memphis,USA,77.0,188.0,1,2013,2018,0,0,0
Everette Stephens,1966-10-21,55,Purdue,USA,74.0,175.0,1,1988,1990,1988,2,31
Jack Stephens,1933-05-18,89,Notre Dame,USA,75.0,185.0,0,1955,1955,1955,2,7
Joe Stephens,1973-01-28,49,Arkansas-Little Rock,USA,79.0,210.0,2,1996,1999,0,0,0
Lance Stephenson,1990-09-05,31,Cincinnati,USA,78.0,230.0,9,2010,2018,2010,2,40
Alex Stepheson,1987-08-07,34,Southern California,USA,82.0,270.0,0,2015,2015,0,0,0
Brook Steppe,1959-11-07,62,Georgia Tech,USA,77.0,195.0,4,1982,1988,1982,1,17
Barry Stevens,1963-01-17,59,Iowa State,USA,77.0,195.0,0,1992,1992,1985,2,43
Wayne Stevens,1936-06-19,85,Cincinnati,USA,75.0,185.0,0,1959,1959,1958,7,49
DeShawn Stevenson,1981-04-03,41,Washington Union HS (CA),USA,77.0,218.0,13,2000,2012,2000,1,23
Dennis Stewart,1947-04-11,75,Michigan,USA,78.0,220.0,0,1970,1970,1969,4,44
Kebu Stewart,1973-12-19,48,California State-Bakersfield,USA,80.0,239.0,0,1997,1997,1997,2,35
Larry Stewart,1968-09-21,53,Coppin State,USA,80.0,230.0,4,1991,1996,0,0,0
Michael Stewart,1975-04-25,47,California,USA,82.0,230.0,8,1997,2004,0,0,0
Greg Stiemsma,1985-09-26,36,Wisconsin,USA,83.0,260.0,4,2009,2014,0,0,0
Steve Stipanovich,1960-11-17,61,Missouri,USA,83.0,245.0,4,1983,1987,1983,1,2
Bryant Stith,1970-12-10,51,Virginia,USA,77.0,210.0,10,1992,2002,1992,1,13
Sam Stith,1937-07-22,84,St. Bonaventure,USA,74.0,185.0,0,1961,1961,1960,8,56
Tom Stith,1939-01-21,83,St. Bonaventure,USA,77.0,210.0,0,1962,1962,1961,1,2
Alex Stivrins,1962-11-29,59,Colorado,USA,80.0,220.0,1,1985,1992,1985,4,75
John Stockton,1962-03-26,60,Gonzaga,USA,73.0,175.0,18,1984,2002,1984,1,16
Peja Stojakovic,1977-06-09,44,PAOK,Serbia,82.0,229.0,13,1998,2010,1996,1,14
Ed Stokes,1971-09-03,50,Arizona,USA,84.0,264.0,0,1997,1997,1993,2,35
Greg Stokes,1963-08-05,58,Iowa,USA,82.0,220.0,1,1985,1989,1985,2,33
Jarnell Stokes,1994-01-07,28,Tennessee,USA,81.0,255.0,3,2014,2016,2014,2,35
Maurice Stokes,1933-06-17,88,St. Francis (PA),USA,79.0,232.0,2,1955,1957,1955,1,2
Art Stolkey,1920-10-23,101,Detroit,USA,73.0,180.0,0,1946,1946,0,0,0
Diamond Stone,1997-02-10,25,Maryland,USA,83.0,255.0,1,2016,2016,2016,2,40
Julyan Stone,1988-12-07,33,Texas-El Paso,USA,78.0,200.0,3,2011,2017,0,0,0
Awvee Storey,1977-04-18,45,Arizona State,USA,78.0,225.0,3,2004,2007,0,0,0
Damon Stoudamire,1973-09-03,48,Arizona,USA,70.0,171.0,13,1995,2007,1995,1,7
Salim Stoudamire,1982-10-11,39,Arizona,USA,73.0,175.0,3,2005,2008,2005,2,31
Amar'e Stoudemire,1982-11-16,39,Cypress Creek HS (FL),USA,82.0,245.0,14,2002,2015,2002,1,9
Paul Stovall,1948-08-16,73,Arizona State,USA,76.0,215.0,0,1972,1972,1972,2,22
DJ Strawberry,1985-06-15,36,Maryland,USA,77.0,201.0,1,2007,2007,2007,2,59
Joe Strawder,1940-09-21,81,Bradley,USA,82.0,235.0,2,1965,1967,1964,4,34
Bill Stricker,1948-01-22,74,Pacific,USA,80.0,210.0,0,1970,1970,1970,4,54
Erick Strickland,1973-11-25,48,Nebraska,USA,75.0,218.0,9,1996,2004,0,0,0
Mark Strickland,1970-07-14,51,Temple,USA,82.0,220.0,8,1994,2002,0,0,0
Rod Strickland,1966-07-11,55,DePaul,USA,75.0,185.0,16,1988,2004,1988,1,19
Roger Strickland,1940-09-04,81,Jacksonville,USA,77.0,200.0,0,1963,1963,1963,1,7
John Stroeder,1958-07-24,63,Montana,USA,82.0,260.0,1,1987,1988,1980,8,168
Derek Strong,1968-02-09,54,Xavier,USA,81.0,240.0,9,1991,2000,1990,2,47
Lamont Strothers,1968-05-10,54,Christopher Newport,USA,76.0,190.0,1,1991,1992,1991,2,43
John Stroud,1957-10-29,64,Mississippi,USA,79.0,215.0,0,1980,1980,1980,2,27
Max Strus,1996-03-28,26,DePaul,USA,77.0,215.0,1,2019,2020,0,0,0
Rodney Stuckey,1986-04-21,36,Eastern Washington,USA,77.0,205.0,9,2007,2016,2007,1,15
Stan Stutz,1920-04-14,102,Rhode Island,USA,70.0,170.0,2,1946,1948,0,0,0
Gary Suiter,1945-01-18,77,Midwestern State,USA,81.0,225.0,0,1970,1970,0,0,0
Jared Sullinger,1992-03-04,30,Ohio State,USA,81.0,260.0,4,2012,2016,2012,1,21
DaJuan Summers,1988-01-24,34,Georgetown,USA,80.0,240.0,4,2009,2012,2009,2,35
Edmond Sumner,1995-12-31,26,Xavier,USA,76.0,196.0,3,2017,2020,2017,2,52
